ID,average
ID308,1.0
ID311,-0.5
ID314,0.0
ID328,0.0
ID353,17.0
ID390,-0.5
ID396,1.0
ID398,414.0
ID399,0.0
ID400,0.0
ID403,-1.0
ID405,2.5
ID406,0.0
ID407,50.5
ID409,9.5
ID410,0.0
ID411,1.5
ID412,2.0
ID413,0.0
ID414,4.5
ID415,0.0
ID417,0.0
ID418,3.0
ID419,21.0
ID420,0.0
ID431,0.0
ID433,0.0
ID434,0.0
ID435,0.0
ID436,0.0
ID438,9.0
ID440,0.0
ID441,0.0
ID442,0.0
ID443,0.0
ID444,43.0
ID445,28.0
ID446,4.0
ID449,7.5
ID450,0.0
ID451,0.0
ID452,3.0
ID453,2.0
ID458,9.0
ID459,0.0
ID460,0.0
ID461,0.0
ID462,13.5
ID463,0.0
ID464,-0.5
ID465,1.0
ID467,102.5
ID471,8.0
ID472,81.0
ID474,0.0
ID475,0.5
ID476,1.5
ID477,0.0
ID478,0.0
ID479,0.0
ID480,0.0
ID482,1.0
ID483,13.5
ID484,5.0
ID488,-1.0
ID489,0.0
ID490,9.0
ID491,0.0
ID492,0.0
ID493,0.0
ID495,98.5
ID496,0.0
ID497,0.0
ID498,0.0
ID499,26.5
ID500,0.0
ID501,0.0
ID502,-0.5
ID503,0.0
ID504,0.0
ID505,35.5
ID506,0.0
ID508,0.0
ID509,0.0
ID510,0.0
ID512,0.0
ID514,0.0
ID515,0.0
ID516,0.0
ID517,0.0
ID520,22.5
ID521,-0.5
ID523,0.0
ID524,0.0
ID526,10.5
ID527,1.0
ID528,1.0
ID529,0.0
ID530,0.0
ID531,0.0
ID532,0.0
ID533,0.0
ID534,0.0
ID535,16.5
ID537,0.0
ID538,0.0
ID539,87.0
ID540,71.0
ID541,0.0
ID542,-1.0
ID543,0.0
ID544,8.0
ID545,391.0
ID547,574.5
ID548,11.0
ID549,0.0
ID550,0.0
ID551,10.0
ID552,0.0
ID553,0.0
ID554,0.0
ID555,0.0
ID556,-0.5
ID557,0.0
ID558,17.5
ID559,8.5
ID560,3.0
ID561,121.5
ID562,2.0
ID563,-0.5
ID564,-0.5
ID565,0.0
ID567,5.0
ID568,8.0
ID569,0.0
ID570,0.0
ID571,0.0
ID573,0.0
ID576,0.0
ID577,7.0
ID578,4.5
ID579,0.0
ID580,0.0
ID581,6.0
ID582,18.0
ID583,0.0
ID584,-0.5
ID585,0.0
ID586,0.0
ID587,-0.5
ID588,0.0
ID589,7.0
ID590,13.5
ID591,0.0
ID592,0.0
ID596,3.0
ID597,0.0
ID599,0.0
ID600,0.0
ID601,0.0
ID602,0.0
ID605,1.0
ID606,3.0
ID607,13.0
ID608,625.0
ID609,0.0
ID610,9.0
ID611,0.0
ID613,48.0
ID614,13.5
ID615,0.0
ID616,0.0
ID617,3.5
ID618,86.0
ID619,0.0
ID620,0.0
ID621,1.0
ID622,0.0
ID623,0.0
ID624,0.0
ID625,0.0
ID626,32.5
ID627,15.0
ID628,520.0
ID629,3.0
ID630,9.5
ID631,7.5
ID632,0.0
ID633,0.0
ID635,13.5
ID636,0.0
ID637,0.0
ID638,0.0
ID639,0.0
ID640,8.0
ID641,160.0
ID642,0.0
ID643,0.0
ID644,49.5
ID645,0.0
ID646,31.0
ID647,11.5
ID648,0.0
ID649,2.5
ID650,0.0
ID651,57.0
ID652,0.0
ID653,0.0
ID654,0.0
ID655,0.0
ID656,0.0
ID657,0.0
ID658,1.0
ID659,0.0
ID660,24.5
ID661,173.5
ID662,41.5
ID663,0.0
ID665,3.5
ID666,8.0
ID667,10.5
ID668,1.0
ID669,0.0
ID670,4.5
ID671,0.0
ID672,0.0
ID673,0.0
ID674,0.0
ID675,79.5
ID676,48.0
ID677,0.0
ID678,0.0
ID679,-1.0
ID680,0.0
ID681,51.5
ID682,0.0
ID683,7.0
ID684,0.0
ID685,19.5
ID687,0.0
ID688,0.0
ID690,10.5
ID691,7.0
ID692,17.0
ID693,0.0
ID694,0.0
ID695,0.0
ID696,0.0
ID697,0.0
ID698,83.0
ID699,4.0
ID700,2.0
ID701,7.5
ID702,0.0
ID703,1.0
ID704,0.0
ID705,2.5
ID706,0.5
ID707,0.0
ID708,47.0
ID709,0.0
ID710,167.5
ID711,0.0
ID712,0.0
ID713,1.0
ID714,133.5
ID715,3.0
ID716,-1.0
ID717,0.0
ID723,0.0
ID724,0.0
ID725,12.0
ID727,85.5
ID728,44.0
ID729,2.5
ID731,0.0
ID732,7.0
ID733,0.0
ID734,0.0
ID735,1.0
ID736,0.0
ID737,7.0
ID738,16.0
ID739,23.0
ID740,0.0
ID741,0.0
ID742,93.0
ID743,0.0
ID744,0.5
ID745,0.0
ID746,0.0
ID747,0.0
ID748,4.5
ID749,0.0
ID750,28.0
ID751,-1.0
ID752,131.5
ID754,-1.0
ID755,0.0
ID756,0.0
ID757,0.0
ID758,0.0
ID759,0.0
ID760,10.0
ID761,38.5
ID762,0.0
ID763,0.0
ID764,0.0
ID765,3.0
ID767,0.0
ID768,10.0
ID769,1.0
ID770,5.0
ID771,0.0
ID773,0.0
ID774,11.0
ID776,14.0
ID777,1.0
ID778,0.5
ID779,0.0
ID780,0.0
ID781,2.0
ID783,22.5
ID784,0.0
ID785,0.0
ID786,9.0
ID787,0.0
ID788,21.5
ID789,0.0
ID794,0.0
ID795,0.0
ID796,0.0
ID798,84.0
ID799,0.0
ID800,0.0
ID801,0.0
ID802,7.5
ID805,0.0
ID806,2.0
ID807,2.0
ID808,0.0
ID809,0.0
ID811,525.0
ID813,0.0
ID814,1.0
ID815,0.0
ID816,0.0
ID817,0.0
ID818,0.0
ID819,1.0
ID820,0.0
ID821,0.0
ID822,14.5
ID823,0.0
ID824,0.0
ID825,3.0
ID826,0.0
ID827,18.0
ID828,90.0
ID829,23.5
ID830,-0.5
ID831,1.0
ID832,56.0
ID833,0.0
ID834,1.0
ID835,0.0
ID838,0.0
ID839,0.0
ID840,0.0
ID841,0.0
ID842,0.0
ID843,0.0
ID844,23.0
ID845,1.5
ID846,32.5
ID847,0.0
ID848,359.0
ID849,22.5
ID850,0.0
ID851,0.0
ID852,3.0
ID853,12.5
ID854,1.0
ID855,0.0
ID856,0.0
ID857,1.0
ID858,0.0
ID859,0.0
ID860,0.0
ID862,5.0
ID863,5.0
ID864,0.0
ID865,5.0
ID866,3.0
ID867,0.0
ID868,4.0
ID869,0.0
ID870,-1.0
ID871,3.0
ID872,0.0
ID873,4.5
ID874,0.0
ID875,0.0
ID876,11.5
ID877,0.0
ID878,0.0
ID879,1.0
ID880,0.0
ID881,10.0
ID882,0.0
ID883,0.0
ID884,2.0
ID885,0.0
ID886,0.0
ID887,0.0
ID888,0.0
ID889,46.0
ID890,36.0
ID891,0.5
ID892,0.0
ID893,0.0
ID894,17.0
ID895,1.0
ID897,10.0
ID898,0.0
ID899,0.0
ID900,0.0
ID901,12.5
ID902,0.0
ID903,0.0
ID904,0.0
ID905,0.0
ID906,0.0
ID907,3.0
ID908,26.0
ID909,0.0
ID910,5.0
ID911,8.0
ID912,3.0
ID913,0.0
ID914,0.0
ID916,0.0
ID917,0.0
ID918,0.0
ID919,0.0
ID920,0.0
ID921,0.0
ID922,0.0
ID923,0.0
ID924,2.0
ID925,7.5
ID926,0.0
ID927,0.0
ID928,4.0
ID929,0.0
ID930,0.0
ID931,0.0
ID932,0.0
ID933,1.0
ID935,1.0
ID936,327.0
ID937,0.0
ID938,0.5
ID939,0.0
ID940,0.0
ID942,33.5
ID943,16.5
ID944,22.5
ID945,0.0
ID948,260.5
ID949,0.0
ID950,0.0
ID951,32.0
ID952,0.0
ID953,0.0
ID954,7.5
ID955,0.0
ID956,0.0
ID957,0.0
ID958,0.0
ID959,0.0
ID960,142.0
ID961,3.5
ID962,114.0
ID963,2.0
ID964,5.5
ID965,0.0
ID966,0.0
ID967,4.5
ID968,3.0
ID969,0.0
ID970,0.0
ID971,5.0
ID972,7.0
ID973,2.0
ID974,0.0
ID975,0.0
ID976,0.0
ID977,127.0
ID978,0.0
ID979,0.0
ID980,0.0
ID981,19.5
ID982,4.0
ID983,78.5
ID984,0.0
ID985,6.0
ID986,0.0
ID987,0.0
ID988,2.0
ID989,27.0
ID990,18.0
ID991,0.0
ID992,3.0
ID993,35.5
ID994,1.0
ID995,0.0
ID996,136.0
ID997,293.0
ID998,0.0
ID999,0.0
ID1000,0.0
ID1001,6.0
ID1002,-0.5
ID1003,4.0
ID1004,45.0
ID1005,49.5
ID1006,0.0
ID1007,0.0
ID1008,3.5
ID1009,0.0
ID1011,0.0
ID1012,0.0
ID1013,2.0
ID1014,0.0
ID1015,0.0
ID1016,19.0
ID1017,0.0
ID1018,0.0
ID1019,0.0
ID1020,0.0
ID1021,0.0
ID1022,1.0
ID1023,0.0
ID1024,1.0
ID1025,536.5
ID1026,26.5
ID1027,482.5
ID1028,0.0
ID1029,80.5
ID1031,0.0
ID1032,0.5
ID1033,0.0
ID1034,16.0
ID1035,0.0
ID1036,0.0
ID1037,1.0
ID1038,0.0
ID1039,51.5
ID1040,0.0
ID1041,1.0
ID1042,19.5
ID1043,0.0
ID1044,36.5
ID1045,0.0
ID1046,0.0
ID1047,0.0
ID1048,0.0
ID1049,51.5
ID1050,5.0
ID1051,8.5
ID1052,0.0
ID1053,0.0
ID1054,0.0
ID1055,-0.5
ID1056,0.0
ID1057,29.5
ID1058,0.0
ID1059,0.0
ID1060,0.0
ID1061,1.0
ID1062,162.5
ID1063,2.0
ID1065,0.0
ID1066,57.0
ID1067,0.0
ID1068,83.5
ID1069,8.0
ID1070,0.0
ID1071,0.0
ID1072,-1.0
ID1073,0.0
ID1074,5.0
ID1075,0.0
ID1076,16.0
ID1077,0.0
ID1078,0.0
ID1079,77.0
ID1080,0.0
ID1081,0.0
ID1082,13.5
ID1083,1.0
ID1084,6.0
ID1085,34.5
ID1086,1.0
ID1087,8.5
ID1088,0.0
ID1089,1.0
ID1090,71.0
ID1091,32.5
ID1093,0.0
ID1094,1.0
ID1095,3.0
ID1096,126.0
ID1097,0.0
ID1098,0.5
ID1099,0.0
ID1100,0.0
ID1101,26.0
ID1102,2.0
ID1103,30.0
ID1104,0.0
ID1105,0.0
ID1106,0.0
ID1107,4.5
ID1109,0.0
ID1110,-1.0
ID1111,73.5
ID1112,18.5
ID1113,7.0
ID1114,0.0
ID1115,6.5
ID1116,7.0
ID1117,155.0
ID1119,0.0
ID1120,2.0
ID1121,8.0
ID1122,0.0
ID1123,0.0
ID1124,0.0
ID1125,1.0
ID1126,0.0
ID1127,0.0
ID1128,4.0
ID1129,0.0
ID1130,22.5
ID1131,0.0
ID1132,0.0
ID1133,0.0
ID1134,17.0
ID1135,1.5
ID1136,0.0
ID1137,0.0
ID1139,12.0
ID1140,53.5
ID1141,325.0
ID1142,0.0
ID1143,47.5
ID1144,30.5
ID1145,155.0
ID1146,0.0
ID1147,22.0
ID1148,1.0
ID1149,19.0
ID1150,2.0
ID1151,157.5
ID1152,0.0
ID1153,1.5
ID1154,0.0
ID1155,24.0
ID1156,7.5
ID1157,2.0
ID1158,0.0
ID1159,0.0
ID1160,0.0
ID1161,0.0
ID1162,594.5
ID1163,0.0
ID1164,7.0
ID1165,0.0
ID1166,1.0
ID1167,0.0
ID1168,11.0
ID1169,2.5
ID1170,0.0
ID1171,271.5
ID1172,0.0
ID1174,0.0
ID1175,0.0
ID1176,0.0
ID1177,21.0
ID1178,16.0
ID1179,0.0
ID1180,0.0
ID1181,3.5
ID1182,279.0
ID1183,0.0
ID1184,0.0
ID1185,0.0
ID1186,3.0
ID1187,2.0
ID1188,0.0
ID1189,0.0
ID1190,0.0
ID1193,7.0
ID1194,0.0
ID1195,1.0
ID1198,0.0
ID1199,0.0
ID1201,2.0
ID1203,0.5
ID1204,0.0
ID1206,0.0
ID1207,0.0
ID1208,0.0
ID1209,5.0
ID1210,0.0
ID1211,0.0
ID1212,0.5
ID1213,7.0
ID1214,26.0
ID1215,1.5
ID1216,0.0
ID1217,6.5
ID1218,1.0
ID1219,0.0
ID1220,61.5
ID1222,2.5
ID1223,0.0
ID1224,4.5
ID1225,0.5
ID1226,0.0
ID1227,0.0
ID1228,3.5
ID1230,90.0
ID1231,0.0
ID1232,0.0
ID1233,15.5
ID1234,0.0
ID1235,3.0
ID1236,32.5
ID1237,0.0
ID1238,0.0
ID1239,0.0
ID1240,0.5
ID1241,1.0
ID1243,0.0
ID1244,21.0
ID1245,0.0
ID1246,0.0
ID1248,0.0
ID1249,0.0
ID1250,0.0
ID1251,1.0
ID1252,1.0
ID1253,0.0
ID1254,5.5
ID1255,0.0
ID1256,0.0
ID1257,0.0
ID1258,0.0
ID1259,33.5
ID1260,0.0
ID1262,12.0
ID1263,0.0
ID1264,217.0
ID1265,0.0
ID1267,0.0
ID1268,0.0
ID1269,7.0
ID1273,51.5
ID1274,0.0
ID1275,5.0
ID1276,0.0
ID1277,-0.5
ID1278,0.0
ID1279,96.0
ID1280,0.0
ID1281,0.0
ID1283,0.0
ID1284,0.0
ID1285,1.0
ID1286,0.0
ID1287,8.5
ID1288,0.0
ID1289,0.0
ID1290,7.5
ID1291,0.0
ID1292,0.0
ID1293,5.0
ID1294,3.0
ID1295,3.5
ID1296,20.0
ID1297,1.0
ID1298,0.0
ID1299,9.5
ID1300,5.0
ID1301,8.0
ID1302,14.5
ID1303,0.0
ID1304,0.0
ID1306,0.0
ID1307,0.0
ID1308,0.0
ID1309,0.0
ID1310,0.0
ID1311,0.0
ID1312,19.5
ID1313,0.0
ID1314,0.0
ID1315,9.0
ID1316,0.0
ID1317,4.0
ID1318,0.5
ID1319,0.0
ID1320,0.0
ID1322,0.0
ID1323,64.5
ID1324,22.5
ID1325,4.0
ID1326,5.0
ID1327,0.0
ID1328,0.0
ID1329,2.0
ID1330,181.0
ID1331,0.0
ID1332,0.0
ID1333,0.0
ID1334,65.0
ID1335,114.5
ID1336,0.0
ID1337,1.0
ID1338,0.5
ID1339,0.0
ID1340,7.0
ID1341,596.5
ID1342,135.0
ID1346,7.5
ID1347,-0.5
ID1348,1.0
ID1349,0.0
ID1350,0.0
ID1351,30.0
ID1352,0.0
ID1354,0.0
ID1355,0.0
ID1356,30.0
ID1357,22.0
ID1358,0.0
ID1359,0.0
ID1360,0.0
ID1361,0.0
ID1362,4.0
ID1363,6.0
ID1364,0.0
ID1366,0.0
ID1367,0.0
ID1368,0.0
ID1369,6.0
ID1370,0.0
ID1371,0.0
ID1372,1.0
ID1375,0.0
ID1376,1.0
ID1377,36.5
ID1378,4.0
ID1379,11.5
ID1380,0.0
ID1381,0.0
ID1382,0.0
ID1384,0.0
ID1385,0.0
ID1386,0.0
ID1387,0.0
ID1388,1.0
ID1389,9.0
ID1390,49.5
ID1392,5.0
ID1393,21.5
ID1395,2.5
ID1396,18.0
ID1397,41.5
ID1398,0.0
ID1399,0.0
ID1400,0.0
ID1401,0.0
ID1402,91.5
ID1403,0.0
ID1404,3.0
ID1405,0.0
ID1406,35.5
ID1407,49.5
ID1408,0.0
ID1410,56.5
ID1411,0.0
ID1412,1.0
ID1413,-1.0
ID1414,-0.5
ID1415,0.0
ID1416,0.0
ID1417,35.5
ID1418,0.0
ID1419,0.0
ID1420,0.0
ID1421,0.0
ID1422,0.0
ID1423,0.0
ID1424,1.0
ID1425,28.5
ID1426,0.0
ID1428,0.0
ID1429,5.0
ID1431,0.0
ID1432,0.0
ID1433,87.0
ID1434,1.0
ID1435,156.0
ID1437,0.0
ID1438,0.0
ID1439,0.0
ID1440,0.0
ID1441,1.0
ID1442,3.0
ID1443,112.0
ID1444,85.0
ID1445,140.5
ID1446,20.0
ID1447,0.0
ID1448,0.0
ID1449,42.5
ID1451,3.5
ID1452,2.0
ID1453,2.0
ID1454,1.0
ID1457,7.0
ID1458,-0.5
ID1459,0.0
ID1460,11.0
ID1461,0.0
ID1462,0.0
ID1463,0.0
ID1464,0.0
ID1465,8.5
ID1466,20.5
ID1467,8.5
ID1468,0.0
ID1469,0.0
ID1470,40.5
ID1471,0.0
ID1472,6.0
ID1473,9.0
ID1474,0.0
ID1475,0.0
ID1476,0.0
ID1477,0.0
ID1478,0.0
ID1479,112.0
ID1480,24.0
ID1481,1.0
ID1482,50.5
ID1483,0.0
ID1484,0.5
ID1485,1.0
ID1486,7.0
ID1487,5.5
ID1488,0.0
ID1489,0.0
ID1490,0.0
ID1491,22.5
ID1492,11.5
ID1493,1.0
ID1494,0.0
ID1495,0.0
ID1496,0.0
ID1497,0.0
ID1498,0.0
ID1499,2.0
ID1500,0.0
ID1501,0.0
ID1502,0.5
ID1503,2.0
ID1504,0.0
ID1505,3.0
ID1506,0.0
ID1507,16.0
ID1508,1.0
ID1509,0.0
ID1510,37.0
ID1512,0.0
ID1513,1.0
ID1514,0.0
ID1515,2.0
ID1516,0.5
ID1517,0.0
ID1518,0.0
ID1519,7.0
ID1520,0.0
ID1522,1.0
ID1523,0.0
ID1524,-0.5
ID1525,8.0
ID1526,0.0
ID1527,5.5
ID1528,8.0
ID1529,0.0
ID1530,-0.5
ID1531,3.0
ID1532,0.0
ID1533,1.5
ID1534,0.0
ID1535,0.0
ID1536,0.0
ID1537,0.0
ID1538,296.0
ID1539,0.0
ID1541,6.0
ID1542,0.0
ID1543,6.5
ID1544,1.0
ID1545,0.0
ID1546,0.0
ID1547,0.0
ID1548,0.0
ID1549,3.0
ID1550,0.0
ID1551,4.5
ID1552,1.5
ID1553,10.0
ID1554,30.0
ID1555,0.0
ID1556,0.0
ID1557,0.0
ID1558,0.0
ID1559,11.0
ID1560,0.0
ID1561,15.0
ID1562,0.0
ID1563,0.0
ID1564,11.0
ID1565,0.0
ID1566,0.0
ID1567,0.0
ID1568,1.0
ID1569,1.0
ID1570,0.0
ID1571,0.5
ID1572,0.0
ID1573,0.0
ID1574,7.5
ID1575,2.0
ID1576,0.0
ID1577,0.0
ID1578,0.0
ID1579,0.0
ID1580,3.0
ID1581,0.0
ID1582,0.0
ID1583,0.0
ID1584,5.0
ID1588,-0.5
ID1589,14.5
ID1590,0.0
ID1591,0.0
ID1592,0.0
ID1593,0.0
ID1594,0.0
ID1595,1.0
ID1596,7.5
ID1598,30.0
ID1599,0.0
ID1600,11.0
ID1601,46.0
ID1602,0.0
ID1603,0.0
ID1604,31.0
ID1605,0.0
ID1606,0.0
ID1607,0.0
ID1608,0.0
ID1609,0.0
ID1610,0.0
ID1611,0.0
ID1612,3.0
ID1613,0.0
ID1614,0.0
ID1615,0.0
ID1616,1.0
ID1617,0.0
ID1618,0.0
ID1619,0.0
ID1620,0.0
ID1623,1.0
ID1624,0.0
ID1625,0.0
ID1626,4.5
ID1627,0.0
ID1628,0.0
ID1629,0.0
ID1630,0.0
ID1631,0.0
ID1632,10.5
ID1633,0.0
ID1634,0.0
ID1635,0.0
ID1636,0.0
ID1637,0.0
ID1639,1.0
ID1640,0.0
ID1641,0.0
ID1642,0.0
ID1643,0.0
ID1644,0.0
ID1645,0.0
ID1646,0.0
ID1647,3.0
ID1648,1.0
ID1649,0.0
ID1650,0.0
ID1651,31.0
ID1652,0.0
ID1653,0.0
ID1654,2.0
ID1655,0.0
ID1656,0.0
ID1658,22.5
ID1659,0.0
ID1660,0.0
ID1661,6.0
ID1662,1.0
ID1663,0.0
ID1664,1.0
ID1665,9.5
ID1666,0.0
ID1667,-1.0
ID1668,0.0
ID1669,1.0
ID1670,0.0
ID1671,0.0
ID1672,1.0
ID1673,9.5
ID1674,1.0
ID1675,16.0
ID1676,0.0
ID1677,0.0
ID1678,0.0
ID1679,22.5
ID1680,3.0
ID1681,1.0
ID1682,26.0
ID1683,0.0
ID1684,1.0
ID1685,14.5
ID1686,1.0
ID1687,0.0
ID1688,0.0
ID1689,14.0
ID1690,60.5
ID1691,1.0
ID1692,0.0
ID1693,0.0
ID1694,0.0
ID1695,13.5
ID1696,0.0
ID1697,0.0
ID1698,1.0
ID1699,0.0
ID1700,287.5
ID1701,5.5
ID1702,249.0
ID1703,0.0
ID1704,29.5
ID1705,0.0
ID1706,51.5
ID1707,0.0
ID1708,1.0
ID1710,-0.5
ID1711,0.0
ID1712,0.0
ID1713,2.0
ID1714,0.0
ID1715,280.0
ID1716,35.5
ID1717,0.0
ID1718,0.0
ID1719,13.0
ID1720,0.0
ID1721,0.0
ID1722,0.0
ID1723,1.0
ID1724,12.0
ID1725,0.0
ID1726,0.0
ID1727,0.0
ID1728,130.0
ID1729,0.0
ID1730,42.5
ID1731,0.0
ID1732,0.0
ID1733,1.0
ID1734,1.0
ID1735,0.0
ID1736,1.0
ID1737,0.0
ID1738,0.0
ID1739,0.0
ID1740,0.0
ID1741,0.0
ID1742,0.0
ID1743,0.0
ID1744,0.0
ID1745,14.5
ID1746,-0.5
ID1747,0.0
ID1748,0.0
ID1749,0.0
ID1750,0.0
ID1751,0.0
ID1752,0.0
ID1753,102.0
ID1754,0.0
ID1755,440.0
ID1756,0.0
ID1757,0.0
ID1758,0.0
ID1759,2.0
ID1760,0.5
ID1761,0.0
ID1762,11.0
ID1763,0.0
ID1764,12.5
ID1765,12.5
ID1766,0.0
ID1768,0.0
ID1769,0.0
ID1770,1.0
ID1771,0.0
ID1772,49.0
ID1773,44.0
ID1774,0.0
ID1775,68.5
ID1776,0.0
ID1777,0.0
ID1778,0.0
ID1779,0.0
ID1780,2.0
ID1781,0.0
ID1782,1.0
ID1783,0.0
ID1784,0.0
ID1785,0.0
ID1786,0.0
ID1787,0.0
ID1788,33.0
ID1789,0.0
ID1790,2.5
ID1791,0.0
ID1792,0.0
ID1794,11.0
ID1795,-1.0
ID1796,0.0
ID1797,7.0
ID1798,0.0
ID1799,0.0
ID1800,9.5
ID1801,0.0
ID1802,5.0
ID1803,2.5
ID1805,0.0
ID1807,167.0
ID1808,2.5
ID1809,0.0
ID1810,7.0
ID1811,8.0
ID1812,2.0
ID1813,7.0
ID1814,53.0
ID1815,12.5
ID1816,5.5
ID1817,0.0
ID1818,33.5
ID1819,0.0
ID1820,0.0
ID1821,10.5
ID1822,21.0
ID1823,0.0
ID1824,0.0
ID1825,0.0
ID1826,1.0
ID1827,2.0
ID1828,3.0
ID1829,0.0
ID1830,0.0
ID1831,0.0
ID1832,0.0
ID1833,0.0
ID1834,0.0
ID1835,46.5
ID1837,-0.5
ID1839,17.0
ID1840,0.0
ID1841,0.0
ID1842,33.5
ID1843,0.0
ID1844,0.0
ID1845,18.0
ID1846,0.0
ID1847,0.0
ID1848,3.0
ID1849,0.0
ID1850,1.0
ID1851,1.0
ID1852,0.0
ID1853,26.5
ID1854,0.0
ID1855,1.0
ID1858,1.0
ID1859,0.0
ID1862,3.0
ID1863,4.0
ID1866,0.0
ID1867,0.0
ID1868,1.0
ID1869,24.5
ID1870,0.0
ID1871,11.5
ID1872,0.0
ID1873,0.0
ID1875,0.0
ID1876,0.0
ID1877,2.5
ID1879,1.0
ID1880,0.0
ID1881,0.0
ID1882,19.0
ID1883,0.0
ID1884,3.0
ID1885,1.0
ID1886,0.0
ID1887,0.0
ID1888,0.5
ID1889,0.0
ID1890,0.0
ID1891,0.0
ID1892,1.0
ID1893,0.0
ID1894,-0.5
ID1895,1.5
ID1897,0.0
ID1898,0.0
ID1899,10.0
ID1901,0.0
ID1902,124.0
ID1903,3.0
ID1904,0.0
ID1905,2.0
ID1906,0.0
ID1908,1.0
ID1909,0.0
ID1910,3.0
ID1911,2.0
ID1912,0.0
ID1915,3.0
ID1916,21.0
ID1917,0.0
ID1918,15.0
ID1919,0.0
ID1920,0.0
ID1921,0.0
ID1922,11.0
ID1923,-1.0
ID1924,0.0
ID1925,3.0
ID1926,6.0
ID1927,-0.5
ID1928,-1.0
ID1929,0.0
ID1930,0.0
ID1931,0.0
ID1932,0.0
ID1933,2.0
ID1934,0.0
ID1935,1.0
ID1936,-0.5
ID1937,1.0
ID1938,-0.5
ID1939,5.5
ID1940,27.0
ID1941,0.0
ID1942,0.0
ID1943,0.0
ID1944,2.0
ID1945,77.5
ID1946,0.5
ID1947,-0.5
ID1948,0.0
ID1949,1.0
ID1950,-1.0
ID1951,2.5
ID1952,2.0
ID1953,2.0
ID1954,0.0
ID1955,50.0
ID1956,2.0
ID1957,0.0
ID1958,0.0
ID1959,0.0
ID1960,-0.5
ID1961,0.0
ID1962,0.0
ID1963,-0.5
ID1964,-0.5
ID1965,0.5
ID1966,5.5
ID1967,0.0
ID1968,0.0
ID1969,0.0
ID1970,-0.5
ID1972,0.0
ID1973,2.0
ID1974,0.0
ID1975,25.5
ID1976,0.0
ID1977,0.0
ID1978,0.0
ID1979,0.0
ID1980,0.0
ID1981,0.0
ID1982,0.0
ID1983,0.0
ID1985,11.5
ID1986,7.5
ID1987,0.0
ID1988,36.0
ID1989,0.0
ID1990,-0.5
ID1991,0.0
ID1992,0.0
ID1993,0.0
ID1994,6.5
ID1995,3.0
ID1996,1.0
ID1997,6.0
ID1998,0.0
ID1999,4.0
ID2000,-1.0
ID2001,0.0
ID2002,1.0
ID2003,5.0
ID2004,0.0
ID2005,2.5
ID2006,0.0
ID2007,3.0
ID2008,0.0
ID2009,0.0
ID2010,0.0
ID2011,0.0
ID2013,4.0
ID2014,1.0
ID2015,36.5
ID2016,1.0
ID2017,0.0
