MovieID,Gender,avg(Rating)
40,F,4.285714285714286
2925,F,4.285714285714286
746,F,4.285714285714286
3634,M,4.283687943262412
3435,F,4.282051282051282
1132,F,4.280487804878049
2804,F,4.278592375366569
942,F,4.277777777777778
903,F,4.277777777777778
3468,M,4.274666666666667
2935,F,4.2745098039215685
3429,M,4.272277227722772
1172,M,4.272277227722772
1284,F,4.272
593,F,4.2719546742209635
903,M,4.27123695976155
3038,M,4.271186440677966
920,F,4.26984126984127
608,M,4.267780172413793
3134,M,4.266129032258065
3730,M,4.266106442577031
246,F,4.265432098765432
1269,F,4.265217391304348
2731,M,4.264285714285714
1228,M,4.263440860215054
3222,M,4.2631578947368425
1280,F,4.2631578947368425
3091,M,4.262295081967213
2186,M,4.262247838616715
1256,M,4.260042283298097
3265,F,4.2592592592592595
1307,F,4.257028112449799
1617,M,4.256678281068525
1252,F,4.254901960784314
1104,F,4.254777070063694
3196,M,4.253822629969419
1247,M,4.252821670428894
1224,F,4.252427184466019
899,M,4.251101321585903
2839,M,4.25
2972,F,4.25
1002,M,4.25
1219,M,4.25
864,F,4.25
3410,F,4.25
1002,F,4.25
3629,M,4.248826291079812
1217,M,4.2482993197278915
556,M,4.247619047619048
1132,M,4.246376811594203
945,F,4.245762711864407
1358,F,4.245033112582782
1927,M,4.244343891402715
306,F,4.243478260869566
1446,F,4.243243243243243
2330,M,4.242424242424242
2329,M,4.2407407407407405
1204,F,4.2405063291139244
1278,M,4.239177489177489
2858,F,4.238900634249472
3462,M,4.2384937238493725
1218,F,4.238095238095238
1136,F,4.235795454545454
2357,M,4.235772357723577
3683,M,4.235408560311284
1283,M,4.235294117647059
3470,F,4.235294117647059
2203,M,4.234567901234568
1035,F,4.233676975945017
17,F,4.233333333333333
2726,M,4.232142857142857
1247,F,4.229333333333333
910,M,4.2287694974003465
3897,M,4.228730822873082
1947,F,4.228373702422146
1449,F,4.227941176470588
3462,F,4.2272727272727275
1304,M,4.225863596102746
2927,F,4.225806451612903
2804,M,4.225519287833828
497,F,4.224334600760456
969,M,4.223821989528796
3114,M,4.2229965156794425
1361,F,4.222222222222222
1201,M,4.2213001383125865
3897,F,4.2202166064981945
306,M,4.219178082191781
2920,M,4.21875
602,M,4.21875
608,F,4.21765601217656
121,M,4.217391304347826
3000,M,4.217081850533808
1214,M,4.216119402985075
1089,M,4.213872832369942
951,M,4.213438735177865
1225,M,4.213414634146342
1189,M,4.213270142180095
678,M,4.212669683257919
1104,M,4.211656441717792
1361,M,4.211382113821138
1299,M,4.211267605633803
930,M,4.211072664359862
955,F,4.209876543209877
2925,M,4.209302325581396
1234,F,4.208661417322834
3114,F,4.2082379862700225
1949,M,4.2075471698113205
3801,M,4.206666666666667
1288,M,4.206221198156682
1240,M,4.2058993637941
1147,F,4.204081632653061
1300,F,4.203703703703703
1230,M,4.2036055143160125
933,F,4.203592814371257
2859,M,4.2032967032967035
919,M,4.203137902559868
1211,F,4.202702702702703
446,F,4.202020202020202
898,M,4.2017291066282425
111,M,4.200202224469161
649,F,4.2
3075,F,4.2
2323,F,4.2
1026,F,4.2
3920,F,4.2
2843,F,4.2
2466,F,4.2
456,F,4.2
3859,F,4.2
1028,F,4.19774011299435
2336,F,4.197101449275363
1242,M,4.196850393700787
2693,F,4.196428571428571
936,F,4.195652173913044
1358,M,4.195428571428572
2300,F,4.193548387096774
1218,M,4.192825112107624
1235,F,4.1923076923076925
1934,F,4.1923076923076925
2692,M,4.191542288557214
363,M,4.190476190476191
1945,F,4.190476190476191
2066,M,4.189873417721519
670,M,4.1891891891891895
931,F,4.1891891891891895
1,F,4.187817258883249
1086,F,4.1875
3730,F,4.1875
1296,F,4.187250996015936
926,M,4.186991869918699
1200,M,4.18668407310705
3679,M,4.186046511627907
909,F,4.185483870967742
1203,F,4.184397163120567
954,M,4.18374558303887
2612,F,4.183333333333334
1253,M,4.182978723404255
649,M,4.181818181818182
1238,F,4.181818181818182
2329,F,4.181818181818182
2396,F,4.181704260651629
1952,F,4.181208053691275
1242,F,4.179372197309417
1950,F,4.177777777777778
1704,M,4.177064220183486
907,F,4.176470588235294
1303,F,4.176470588235294
1304,F,4.175862068965517
1704,F,4.17467248908297
1188,F,4.1743421052631575
1537,M,4.174129353233831
3949,M,4.174107142857143
2819,F,4.173913043478261
214,M,4.173913043478261
3789,M,4.172131147540983
3365,F,4.171428571428572
3035,M,4.168168168168168
1036,M,4.1677704194260485
3421,M,4.167192429022082
128,F,4.166666666666667
2156,F,4.166666666666667
940,F,4.166666666666667
3622,F,4.166666666666667
1942,F,4.166666666666667
973,F,4.166666666666667
246,M,4.166064981949458
1264,F,4.1647058823529415
2677,F,4.1645569620253164
905,M,4.163934426229508
1262,F,4.163043478260869
3737,M,4.162790697674419
2501,M,4.1610576923076925
3088,F,4.161016949152542
1231,F,4.160714285714286
2997,F,4.1599297012302285
3147,F,4.159722222222222
947,F,4.158730158730159
2739,F,4.15819209039548
942,M,4.157608695652174
1222,M,4.157407407407407
290,F,4.155555555555556
1293,F,4.155555555555556
1266,M,4.155131264916467
298,F,4.153846153846154
1235,M,4.153374233128834
3147,M,4.153104925053533
3095,M,4.150259067357513
2494,M,4.15
2935,M,4.148936170212766
2609,M,4.148936170212766
2565,F,4.148387096774194
556,F,4.148148148148148
3469,F,4.1466666666666665
1259,F,4.146341463414634
1206,M,4.145812807881773
955,M,4.143426294820717
3281,M,4.142857142857143
3783,F,4.142857142857143
96,M,4.142857142857143
1117,M,4.142857142857143
1291,M,4.142857142857143
1696,F,4.142857142857143
994,F,4.141843971631205
932,F,4.1415929203539825
1287,M,4.140625
293,M,4.1405184174624825
3683,F,4.140350877192983
915,F,4.139896373056994
82,F,4.1395348837209305
2920,F,4.138888888888889
47,M,4.138285714285714
2071,F,4.137254901960785
1244,M,4.137142857142857
1293,M,4.136456211812627
1281,F,4.136363636363637
3936,F,4.135135135135135
1246,F,4.133891213389122
1233,F,4.133333333333334
1263,M,4.133333333333334
28,F,4.132743362831858
1294,M,4.132352941176471
1,M,4.1305518169582776
2932,F,4.130434782608695
1953,M,4.13013698630137
924,M,4.129737609329446
2248,F,4.1294498381877025
2300,M,4.129224652087475
1258,M,4.128537735849057
1956,F,4.128491620111732
2571,F,4.128404669260701
599,M,4.128099173553719
3265,M,4.126666666666667
1939,M,4.126436781609195
58,F,4.125628140703518
1893,F,4.125
2670,F,4.125
3539,F,4.125
1046,M,4.125
2607,F,4.125
573,F,4.125
950,F,4.125
2208,M,4.124031007751938
800,F,4.1234567901234565
1387,M,4.122730573710966
2918,M,4.122018348623853
1090,M,4.1217208814270725
116,M,4.12
1303,M,4.11969111969112
111,F,4.1195219123505975
3198,M,4.117647058823529
1269,M,4.117647058823529
928,M,4.117370892018779
3334,M,4.117302052785924
1300,M,4.117117117117117
1219,F,4.117056856187291
2351,M,4.116883116883117
1674,F,4.115853658536586
589,M,4.115367077063383
2028,F,4.114782608695652
1362,F,4.114285714285714
2997,M,4.113636363636363
1449,M,4.113496932515337
1641,F,4.113456464379947
1939,F,4.112903225806452
1950,M,4.112403100775194
3092,M,4.111111111111111
3578,M,4.110461338531514
1280,M,4.110429447852761
1944,F,4.110091743119266
2908,F,4.109154929577465
307,F,4.108433734939759
1251,M,4.107954545454546
965,M,4.107692307692307
2010,F,4.107692307692307
1084,M,4.106796116504855
1196,F,4.106481481481482
1199,M,4.106241699867198
1617,F,4.106007067137809
356,M,4.105806451612903
1419,F,4.105263157894737
759,F,4.105263157894737
3196,F,4.104477611940299
2918,F,4.10443864229765
2936,M,4.104347826086957
457,M,4.104046242774566
3811,M,4.104026845637584
3097,F,4.102803738317757
909,M,4.102389078498294
3224,M,4.1020408163265305
1961,F,4.101648351648351
1185,F,4.101351351351352
3671,M,4.100907029478458
457,F,4.100456621004566
162,M,4.1
615,F,4.1
722,F,4.1
759,M,4.1
1180,F,4.1
568,F,4.1
2937,F,4.1
2396,M,4.099936346276257
911,M,4.097297297297297
3341,F,4.097222222222222
2132,M,4.096938775510204
3811,F,4.096774193548387
741,M,4.096774193548387
1251,F,4.096153846153846
1291,F,4.096096096096096
232,F,4.095890410958904
2067,F,4.094972067039106
1226,M,4.09433962264151
2313,F,4.094017094017094
307,M,4.09375
3916,F,4.093457943925234
1952,M,4.093385214007782
2788,M,4.093150684931507
1294,F,4.093023255813954
1610,M,4.092537313432836
1177,F,4.092105263157895
2761,M,4.091954022988506
1096,F,4.091603053435114
2959,M,4.09098712446352
2963,M,4.090909090909091
1944,M,4.090196078431372
1097,F,4.0898502495840265
3814,M,4.089385474860335
3095,F,4.088888888888889
3061,F,4.088495575221239
3578,F,4.088311688311689
1545,M,4.088235294117647
1288,F,4.088
1537,F,4.087248322147651
541,F,4.086538461538462
3350,F,4.086206896551724
3359,M,4.0859375
3741,M,4.085106382978723
2682,M,4.084507042253521
3006,M,4.08398133748056
1925,F,4.083333333333333
1067,F,4.083333333333333
3677,F,4.083333333333333
3634,F,4.083333333333333
621,F,4.083333333333333
2501,F,4.0813953488372094
581,M,4.0813953488372094
3911,M,4.081264108352144
1259,M,4.080209895052474
150,M,4.080173347778982
947,M,4.08
3090,M,4.079710144927536
1931,M,4.079545454545454
3035,F,4.079545454545454
265,F,4.078947368421052
2064,F,4.0777777777777775
2010,M,4.077399380804954
2607,M,4.076923076923077
963,F,4.076923076923077
2618,F,4.076923076923077
1719,F,4.076923076923077
1236,M,4.076923076923077
2973,M,4.07514450867052
1192,F,4.075
994,M,4.074433656957929
3851,M,4.074074074074074
1276,F,4.073863636363637
892,F,4.073529411764706
29,F,4.073529411764706
2728,M,4.073033707865169
58,M,4.072847682119205
2064,M,4.072815533980583
916,M,4.072463768115942
1213,F,4.072423398328691
1960,F,4.072368421052632
296,F,4.071955719557195
3365,M,4.071428571428571
1211,M,4.071428571428571
1099,M,4.0703125
213,F,4.069767441860465
1210,M,4.069058295964125
1209,M,4.06875
800,M,4.068376068376068
1175,F,4.067415730337078
1997,M,4.067238912732475
3849,F,4.066666666666666
3468,F,4.066666666666666
3359,F,4.0661764705882355
2936,F,4.065217391304348
2791,M,4.064419475655431
1084,F,4.064327485380117
1073,F,4.063953488372093
116,F,4.0625
3637,M,4.0625
2971,F,4.061855670103093
3654,F,4.061224489795919
838,F,4.061151079136691
945,M,4.06015037593985
232,M,4.06
176,F,4.06
29,M,4.059701492537314
1962,F,4.059633027522936
1161,F,4.0588235294117645
2512,M,4.0588235294117645
2966,M,4.0580204778157
3037,M,4.0576923076923075
2138,F,4.057142857142857
1231,M,4.056701030927835
3741,F,4.056603773584905
3508,M,4.056547619047619
1199,F,4.05625
3911,F,4.05607476635514
1041,M,4.055762081784387
3363,M,4.055555555555555
2917,M,4.055415617128464
1394,M,4.055295220243674
595,F,4.054945054945055
150,F,4.054878048780488
3088,M,4.054621848739496
2020,F,4.054607508532423
1759,M,4.054054054054054
3507,M,4.053691275167785
1963,M,4.052884615384615
1066,M,4.052083333333333
2067,M,4.0519480519480515
3549,F,4.051724137931035
2966,F,4.051470588235294
1545,F,4.051282051282051
927,F,4.051282051282051
2610,F,4.05
715,F,4.05
213,M,4.05
3415,M,4.05
971,M,4.049079754601227
3456,F,4.0476190476190474
1571,F,4.0476190476190474
2940,F,4.046511627906977
971,F,4.046296296296297
1963,F,4.045454545454546
1788,M,4.045454545454546
2295,F,4.045454545454546
356,F,4.045031055900621
1254,F,4.044943820224719
902,F,4.044728434504792
3467,F,4.044117647058823
3201,F,4.043956043956044
3317,F,4.043795620437956
3471,M,4.043478260869565
3951,M,4.043478260869565
1827,F,4.043478260869565
3044,F,4.042857142857143
1348,M,4.042780748663102
1265,M,4.041358024691358
1249,M,4.041025641025641
1221,F,4.04093567251462
1678,F,4.040816326530612
2594,M,4.040816326530612
3929,M,4.04
3925,F,4.04
933,M,4.0398550724637685
1271,F,4.038793103448276
1243,F,4.037037037037037
2066,F,4.037037037037037
3504,M,4.03578154425612
3849,M,4.035714285714286
2575,M,4.035714285714286
1961,M,4.0351966873706
1077,F,4.034722222222222
1292,M,4.0344827586206895
1245,M,4.034364261168385
1940,F,4.033333333333333
3819,M,4.031746031746032
3062,M,4.031446540880503
1719,M,4.03030303030303
2132,F,4.02970297029703
36,F,4.029605263157895
1080,M,4.029490616621984
3007,F,4.028985507246377
741,F,4.0285714285714285
1935,M,4.028169014084507
1935,F,4.027777777777778
2951,M,4.027253668763103
3079,F,4.027027027027027
3545,F,4.0256410256410255
1086,M,4.0239043824701195
3475,M,4.023255813953488
1834,F,4.023076923076923
3152,M,4.022556390977444
615,M,4.0212765957446805
2194,F,4.021164021164021
2959,F,4.020979020979021
1258,F,4.02092050209205
3742,F,4.02
2732,F,4.019607843137255
2819,M,4.018315018315018
3498,F,4.017857142857143
1256,F,4.016528925619835
110,F,4.016483516483516
2927,M,4.014705882352941
1041,F,4.014634146341463
3467,M,4.014218009478673
2612,M,4.0131578947368425
943,F,4.012195121951219
2624,M,4.012195121951219
936,M,4.011627906976744
3072,F,4.011428571428572
918,F,4.011363636363637
2944,M,4.011006289308176
1270,M,4.0092592592592595
2947,M,4.009222661396574
3007,M,4.008849557522124
3364,M,4.008130081300813
1079,M,4.007984031936128
1797,M,4.0078125
1946,M,4.007518796992481
3408,F,4.007125890736342
446,M,4.006451612903226
1281,M,4.005813953488372
223,M,4.0054945054945055
2194,M,4.005330490405117
3498,M,4.00418410041841
3888,M,4.0
2777,F,4.0
3548,F,4.0
3570,F,4.0
2175,F,4.0
1486,F,4.0
2830,F,4.0
3657,F,4.0
3136,F,4.0
1164,F,4.0
3746,F,4.0
2983,F,4.0
1877,M,4.0
3609,F,4.0
774,M,4.0
1434,F,4.0
581,F,4.0
2305,F,4.0
449,F,4.0
3096,M,4.0
2201,F,4.0
2810,F,4.0
3056,F,4.0
2543,F,4.0
2562,F,4.0
1493,F,4.0
2909,M,4.0
560,M,4.0
396,F,4.0
3025,F,4.0
1139,F,4.0
1741,M,4.0
3126,F,4.0
2964,F,4.0
2765,F,4.0
1264,M,4.0
3413,F,4.0
1749,M,4.0
3775,F,4.0
1832,F,4.0
2869,F,4.0
1797,F,4.0
1423,M,4.0
853,M,4.0
1192,M,4.0
2933,F,4.0
1842,M,4.0
570,F,4.0
1871,F,4.0
398,F,4.0
3192,M,4.0
1741,F,4.0
2897,F,4.0
1412,F,4.0
1471,F,4.0
2438,F,4.0
3057,M,4.0
775,F,4.0
1842,F,4.0
47,F,4.0
758,M,4.0
626,F,4.0
2824,F,4.0
3353,F,4.0
3305,F,4.0
3680,F,4.0
584,M,4.0
1447,F,4.0
1880,F,4.0
3530,F,4.0
3517,F,4.0
824,F,4.0
389,F,4.0
2737,F,4.0
1871,M,4.0
2757,F,4.0
2388,F,4.0
1811,F,4.0
3137,F,4.0
966,F,4.0
2623,F,4.0
138,M,4.0
3140,F,4.0
2677,M,4.0
1434,M,4.0
853,F,4.0
526,F,4.0
3678,F,4.0
1780,M,4.0
3609,M,4.0
1734,F,4.0
1121,F,4.0
3277,M,4.0
1915,M,4.0
2251,M,4.0
1942,M,4.0
3670,F,4.0
3585,F,4.0
3222,F,4.0
3647,M,4.0
3306,F,4.0
3229,M,4.0
2258,M,4.0
2585,F,4.0
2198,M,4.0
624,F,4.0
598,F,4.0
2938,F,4.0
2999,M,4.0
3339,F,4.0
1851,M,4.0
632,F,4.0
967,F,4.0
3547,F,4.0
701,M,4.0
1154,F,4.0
3601,M,4.0
1316,F,4.0
2913,F,4.0
3381,M,4.0
1572,F,4.0
1903,F,4.0
1910,F,4.0
1555,F,4.0
2281,F,4.0
134,M,4.0
3335,F,4.0
2493,M,4.0
966,M,4.0
3819,F,4.0
3341,M,4.0
2924,F,4.0
1879,F,4.0
1039,M,4.0
3131,M,4.0
2185,F,4.0
134,F,4.0
712,F,4.0
3164,F,4.0
2756,F,4.0
2510,F,4.0
1237,F,4.0
3296,F,4.0
1543,F,4.0
192,M,4.0
139,F,4.0
439,F,4.0
820,F,4.0
1901,M,4.0
1685,M,4.0
3853,F,4.0
1144,F,4.0
3305,M,4.0
1844,F,4.0
630,F,4.0
3158,F,4.0
3522,M,4.0
3318,F,4.0
717,M,4.0
1664,F,4.0
1060,M,4.0
1313,F,4.0
1232,F,4.0
3303,F,4.0
974,F,4.0
792,M,4.0
3850,F,4.0
2811,M,4.0
2911,F,4.0
1174,F,4.0
732,F,4.0
3242,F,4.0
2299,F,4.0
3329,F,4.0
117,F,4.0
632,M,4.0
2823,F,4.0
390,F,4.0
1470,M,4.0
714,F,4.0
3065,M,4.0
3542,F,4.0
2984,F,4.0
404,F,4.0
3126,M,4.0
771,M,4.0
251,F,4.0
263,F,4.0
341,M,4.0
878,M,4.0
2871,M,3.998344370860927
1954,M,3.995656894679696
2686,F,3.994475138121547
3783,M,3.994413407821229
3347,M,3.993939393939394
1301,M,3.9937888198757765
949,M,3.9934210526315788
1220,M,3.992523364485981
1230,F,3.9923273657289005
3728,M,3.9921259842519685
3362,M,3.9919093851132685
3037,F,3.991869918699187
2352,F,3.991701244813278
3006,F,3.991701244813278
914,M,3.9910714285714284
2080,F,3.9905956112852663
3178,F,3.9903846153846154
3675,F,3.9901960784313726
3735,F,3.9893617021276597
345,F,3.989071038251366
2970,M,3.988095238095238
1307,M,3.9878504672897197
1827,M,3.9873417721518987
1069,M,3.986842105263158
1023,M,3.9864864864864864
3148,F,3.9863013698630136
1023,F,3.9863013698630136
1289,M,3.9855072463768115
308,F,3.9855072463768115
2313,M,3.985294117647059
2983,M,3.985294117647059
2670,M,3.9846938775510203
1362,M,3.9846153846153847
2940,M,3.984375
1955,F,3.984126984126984
3629,F,3.9838709677419355
3334,F,3.9833333333333334
529,F,3.983240223463687
1175,M,3.982078853046595
555,M,3.9812382739212007
3668,F,3.9805194805194803
2599,F,3.98034398034398
1274,M,3.98034398034398
3735,M,3.9800498753117206
3182,M,3.9789473684210526
1968,F,3.9785714285714286
2863,F,3.9782608695652173
2310,F,3.977777777777778
1287,F,3.9765625
2202,M,3.976470588235294
2648,M,3.975975975975976
529,M,3.975970425138632
2081,F,3.9759358288770055
1923,M,3.9756335282651074
515,F,3.975609756097561
1380,F,3.9752650176678443
2969,F,3.973684210526316
293,F,3.973684210526316
2973,F,3.973684210526316
3606,F,3.972972972972973
3135,F,3.972972972972973
2137,F,3.972972972972973
2648,F,3.9726027397260273
1784,M,3.9722222222222223
1080,F,3.9722222222222223
1111,M,3.971014492753623
1900,M,3.9705882352941178
3396,F,3.9704433497536944
1263,F,3.97
3552,M,3.969736842105263
3097,M,3.9696969696969697
3002,M,3.9696969696969697
2542,M,3.969574036511156
1150,F,3.9692307692307693
1022,F,3.96875
1095,M,3.968609865470852
32,M,3.9683698296836982
2289,M,3.9682758620689653
2303,M,3.9682539682539684
3504,F,3.968152866242038
1243,M,3.9672131147540983
3507,F,3.967032967032967
3077,F,3.966666666666667
1077,M,3.966666666666667
2908,M,3.9664310954063606
2848,M,3.9655172413793105
3736,M,3.9655172413793105
965,F,3.9655172413793105
3342,F,3.9649122807017543
3281,F,3.9642857142857144
3224,F,3.9642857142857144
2359,F,3.963963963963964
1411,F,3.962962962962963
3870,M,3.962962962962963
2183,M,3.962686567164179
41,M,3.9615384615384617
456,M,3.9615384615384617
535,F,3.9615384615384617
2330,F,3.9615384615384617
2398,M,3.9612403100775193
778,M,3.960431654676259
2248,M,3.9603305785123966
373,F,3.96
1123,M,3.96
3019,F,3.96
1176,F,3.9591836734693877
2398,F,3.959016393442623
778,F,3.958974358974359
262,M,3.958904109589041
2732,M,3.9587628865979383
2660,M,3.957627118644068
1927,F,3.9574468085106385
978,M,3.9571428571428573
628,F,3.956896551724138
3613,F,3.9565217391304346
944,F,3.9565217391304346
3742,M,3.9565217391304346
1411,M,3.9562043795620436
1246,M,3.956168831168831
2797,F,3.9557291666666665
1208,F,3.9553072625698324
1226,F,3.955223880597015
943,M,3.955056179775281
2318,M,3.9549180327868854
308,M,3.954887218045113
3681,M,3.953795379537954
3654,M,3.9536423841059603
1947,M,3.9533898305084745
34,F,3.9533678756476682
2511,M,3.9523809523809526
3306,M,3.9523809523809526
1929,F,3.9523809523809526
428,M,3.951923076923077
2919,F,3.951219512195122
1257,M,3.9509536784741144
3481,M,3.9508032128514055
508,F,3.950310559006211
41,F,3.95
3949,F,3.95
946,F,3.95
1938,F,3.95
3787,F,3.95
539,F,3.949333333333333
1277,F,3.948905109489051
2289,F,3.9486166007905137
2686,M,3.9477611940298507
3379,F,3.9473684210526314
3379,M,3.9473684210526314
2575,F,3.9473684210526314
1387,F,3.946875
3543,M,3.94679186228482
3451,F,3.9464285714285716
1960,M,3.946280991735537
1248,F,3.944954128440367
2268,M,3.9445843828715366
2204,F,3.9444444444444446
3083,M,3.944
2917,F,3.94392523364486
2944,F,3.943661971830986
2611,F,3.943396226415094
1050,M,3.943396226415094
3135,M,3.9430379746835444
3069,M,3.942857142857143
3505,F,3.942857142857143
1340,M,3.941860465116279
1674,M,3.9415041782729805
364,F,3.941358024691358
2682,F,3.9411764705882355
3171,M,3.9411764705882355
3551,M,3.9404761904761907
3363,F,3.9404761904761907
1238,M,3.9391634980988592
3160,M,3.938949938949939
534,F,3.93859649122807
1344,F,3.9381443298969074
1103,F,3.938053097345133
3360,M,3.93801652892562
2096,F,3.9375
705,M,3.9375
1564,F,3.9375
1292,F,3.937007874015748
3148,M,3.936991869918699
162,F,3.936936936936937
1302,M,3.9365351629502574
949,F,3.9365079365079363
3347,F,3.9361702127659575
2664,M,3.936
959,F,3.935483870967742
199,F,3.9347826086956523
3067,F,3.934306569343066
3038,F,3.933333333333333
1270,F,3.9327073552425666
1244,F,3.9326424870466323
2336,M,3.932546374367622
1907,F,3.932098765432099
900,F,3.931972789115646
2176,M,3.931972789115646
1289,F,3.9318181818181817
1090,F,3.931578947368421
