MovieID,Age,avg(Rating)
1795,25,5.0
1519,45,5.0
3280,18,5.0
2185,18,5.0
3158,56,5.0
2197,56,5.0
3808,1,5.0
3232,35,5.0
846,45,5.0
854,45,5.0
3172,25,5.0
3523,18,5.0
3709,56,5.0
2069,1,5.0
3522,45,5.0
1099,1,5.0
2760,50,5.0
2323,1,5.0
146,50,5.0
3707,1,5.0
2621,1,5.0
2905,1,5.0
189,56,5.0
702,1,5.0
3603,50,5.0
602,56,5.0
1257,56,5.0
2063,1,5.0
1076,56,5.0
2813,56,5.0
550,1,5.0
2388,56,5.0
567,50,5.0
2503,35,5.0
3640,25,5.0
1174,1,5.0
53,50,5.0
1420,18,5.0
167,25,5.0
3862,56,5.0
1936,1,5.0
3349,1,5.0
1827,1,5.0
2342,1,5.0
3532,56,5.0
3616,56,5.0
680,1,5.0
3539,1,5.0
853,25,5.0
2736,1,5.0
2930,25,5.0
2195,56,5.0
2131,18,5.0
1362,1,5.0
214,50,5.0
1770,1,5.0
121,18,5.0
3473,18,5.0
2192,18,5.0
1793,45,5.0
3038,18,5.0
3656,56,5.0
1812,56,5.0
439,18,5.0
793,56,5.0
3866,56,5.0
3944,50,5.0
2833,45,5.0
581,1,5.0
3318,1,5.0
3533,18,5.0
2963,1,5.0
1809,45,5.0
714,1,5.0
37,50,5.0
1361,1,5.0
2905,18,5.0
2847,1,5.0
3778,56,5.0
3607,18,5.0
2630,1,5.0
989,50,5.0
2037,1,5.0
2925,56,5.0
3048,18,5.0
3092,56,5.0
1360,56,5.0
1365,1,5.0
1728,45,5.0
1659,45,5.0
214,45,5.0
1189,1,5.0
1932,50,5.0
2192,45,5.0
1202,1,5.0
570,1,5.0
681,45,5.0
3822,56,5.0
2330,1,5.0
3807,1,5.0
875,1,5.0
844,50,5.0
3691,56,5.0
1384,45,5.0
766,1,5.0
3677,1,5.0
2551,1,5.0
669,56,5.0
3839,1,5.0
3382,56,5.0
2466,25,5.0
1236,1,5.0
3245,18,5.0
298,56,5.0
1164,35,5.0
3817,50,5.0
2010,1,4.888888888888889
2493,25,4.857142857142857
326,50,4.857142857142857
1213,1,4.84
1797,50,4.833333333333333
3416,50,4.833333333333333
2937,18,4.833333333333333
1212,1,4.818181818181818
668,18,4.8
945,1,4.8
3021,18,4.8
1879,18,4.8
3222,56,4.8
3435,1,4.777777777777778
2905,50,4.777777777777778
1935,18,4.75
2206,1,4.75
2503,25,4.75
2132,1,4.75
1271,1,4.75
1154,25,4.75
3739,45,4.75
3708,1,4.75
509,1,4.75
3038,45,4.75
3030,50,4.733333333333333
1148,56,4.722222222222222
1228,1,4.714285714285714
2730,1,4.714285714285714
1297,50,4.714285714285714
2920,56,4.714285714285714
3741,1,4.714285714285714
670,50,4.7
2351,56,4.7
916,1,4.6875
50,18,4.6807980049875315
923,1,4.68
318,18,4.674568965517241
3676,56,4.666666666666667
3739,56,4.666666666666667
1563,35,4.666666666666667
1192,56,4.666666666666667
2775,18,4.666666666666667
53,25,4.666666666666667
911,1,4.666666666666667
943,1,4.666666666666667
1348,1,4.666666666666667
341,56,4.666666666666667
2776,50,4.666666666666667
1946,1,4.666666666666667
3089,1,4.666666666666667
2330,45,4.666666666666667
2964,18,4.666666666666667
1237,56,4.666666666666667
2211,50,4.666666666666667
1939,1,4.666666666666667
3410,25,4.666666666666667
930,1,4.666666666666667
932,1,4.666666666666667
3925,56,4.666666666666667
3112,18,4.666666666666667
1202,18,4.666666666666667
1267,1,4.666666666666667
1794,1,4.666666666666667
3245,25,4.666666666666667
1931,1,4.666666666666667
214,18,4.666666666666667
1941,56,4.666666666666667
187,50,4.666666666666667
3817,45,4.666666666666667
1944,1,4.666666666666667
96,35,4.666666666666667
1694,1,4.666666666666667
3415,45,4.666666666666667
1297,1,4.666666666666667
1484,1,4.666666666666667
1148,50,4.66
2019,50,4.6571428571428575
1148,45,4.647058823529412
3089,45,4.636363636363637
1250,1,4.636363636363637
3000,1,4.636363636363637
1284,1,4.625
1299,1,4.625
942,1,4.625
909,1,4.625
3030,56,4.625
3469,56,4.625
1207,56,4.6231884057971016
527,56,4.62043795620438
2905,25,4.615384615384615
3949,1,4.615384615384615
922,35,4.6115702479338845
720,50,4.611111111111111
745,45,4.607142857142857
2019,18,4.604938271604938
3196,1,4.6
583,18,4.6
3746,56,4.6
1554,56,4.6
903,1,4.6
3338,35,4.6
3019,1,4.6
1797,56,4.6
3462,1,4.6
2594,50,4.6
912,56,4.598039215686274
913,50,4.594594594594595
745,50,4.59375
527,45,4.591549295774648
318,25,4.587699316628702
1207,35,4.585858585858586
1236,18,4.583333333333333
1208,1,4.583333333333333
2203,50,4.583333333333333
3307,35,4.581818181818182
1223,50,4.578947368421052
1198,25,4.578520770010131
858,25,4.5740514075887395
919,56,4.573170731707317
969,56,4.572916666666667
260,25,4.572695035460993
1066,56,4.571428571428571
3467,1,4.571428571428571
3822,50,4.571428571428571
2859,50,4.571428571428571
1293,1,4.571428571428571
3338,25,4.571428571428571
745,18,4.568
912,50,4.567901234567901
527,50,4.565476190476191
3077,45,4.5625
1178,25,4.5606060606060606
1178,45,4.56
3504,1,4.555555555555555
3089,56,4.555555555555555
1132,50,4.555555555555555
50,25,4.552429667519181
899,56,4.551724137931035
1207,50,4.551020408163265
2019,25,4.5495049504950495
2324,18,4.549180327868853
3095,56,4.547169811320755
1147,56,4.545454545454546
745,25,4.543859649122807
318,1,4.543478260869565
858,35,4.541935483870968
3134,50,4.541666666666667
3089,50,4.541666666666667
2019,45,4.541666666666667
858,50,4.540404040404041
913,56,4.53921568627451
2125,1,4.538461538461538
2019,35,4.532894736842105
1293,56,4.531914893617022
1212,50,4.53125
750,50,4.53030303030303
3789,35,4.529411764705882
3134,45,4.526315789473684
1262,1,4.526315789473684
2732,50,4.521739130434782
2858,18,4.521678321678322
911,18,4.52
1148,18,4.5195530726256985
3022,50,4.518518518518518
1250,56,4.517647058823529
922,25,4.516556291390729
904,25,4.5162162162162165
750,1,4.514285714285714
2019,56,4.513513513513513
527,35,4.510344827586207
922,50,4.510204081632653
1148,25,4.509859154929577
3435,50,4.507936507936508
912,45,4.50761421319797
858,18,4.5054945054945055
969,50,4.50354609929078
578,25,4.5
948,1,4.5
2721,1,4.5
2923,25,4.5
3140,25,4.5
1026,50,4.5
538,1,4.5
2249,1,4.5
1423,50,4.5
669,50,4.5
2892,35,4.5
1218,56,4.5
3480,1,4.5
957,50,4.5
324,45,4.5
2931,25,4.5
2839,18,4.5
2593,50,4.5
2970,18,4.5
3783,56,4.5
1096,1,4.5
3611,50,4.5
3221,45,4.5
1397,1,4.5
3920,50,4.5
2437,56,4.5
2810,1,4.5
901,1,4.5
3585,45,4.5
2824,45,4.5
557,25,4.5
668,45,4.5
2129,45,4.5
3358,1,4.5
2935,50,4.5
2061,18,4.5
3491,1,4.5
824,50,4.5
2569,35,4.5
1428,1,4.5
1254,1,4.5
3319,1,4.5
1810,1,4.5
3194,1,4.5
962,25,4.5
960,35,4.5
325,1,4.5
2129,35,4.5
3030,1,4.5
2839,50,4.5
1901,25,4.5
3492,35,4.5
632,25,4.5
3853,35,4.5
1117,50,4.5
1212,56,4.5
3456,56,4.5
3902,50,4.5
3142,45,4.5
2725,1,4.5
997,18,4.5
3092,18,4.5
1178,50,4.5
40,18,4.5
1672,1,4.5
3032,1,4.5
3486,45,4.5
2503,18,4.5
2204,50,4.5
2349,18,4.5
363,56,4.5
2439,1,4.5
263,45,4.5
2919,1,4.5
2930,35,4.5
101,1,4.5
602,18,4.5
1945,1,4.5
3307,1,4.5
3192,45,4.5
2284,35,4.5
128,50,4.5
1934,1,4.5
2582,56,4.5
2221,50,4.5
3851,50,4.5
1138,35,4.5
2075,1,4.5
994,1,4.5
2237,1,4.5
3266,50,4.5
1926,56,4.5
3854,50,4.5
319,1,4.5
1664,18,4.5
1600,1,4.5
2067,1,4.5
1162,18,4.5
2580,56,4.5
2531,1,4.5
2800,1,4.5
1545,1,4.5
1563,45,4.5
3867,1,4.5
1152,25,4.5
1872,35,4.5
1230,1,4.5
1574,18,4.5
108,35,4.5
3007,56,4.5
1756,1,4.5
718,1,4.5
3143,45,4.5
1423,35,4.5
2981,56,4.5
3008,1,4.5
3182,1,4.5
2351,50,4.5
28,1,4.5
1254,56,4.5
1780,35,4.5
3093,1,4.5
3849,50,4.5
3874,18,4.5
3817,56,4.5
2999,25,4.5
124,18,4.5
863,18,4.5
2248,1,4.5
3303,25,4.5
3109,1,4.5
970,50,4.5
1933,50,4.5
3808,45,4.5
2318,1,4.5
176,1,4.5
3609,50,4.5
2594,56,4.5
3595,56,4.5
2538,50,4.5
1218,1,4.5
573,45,4.5
2586,56,4.5
3677,45,4.5
633,18,4.5
3306,45,4.5
1117,45,4.5
1411,56,4.5
1450,35,4.5
428,1,4.5
2494,18,4.5
2189,35,4.5
2735,1,4.5
2721,56,4.5
2632,45,4.5
2512,45,4.5
2441,35,4.5
3429,50,4.5
649,50,4.5
1821,56,4.5
3038,50,4.5
3416,56,4.5
2232,1,4.5
3645,45,4.5
3275,45,4.5
3342,1,4.5
1960,1,4.5
1901,35,4.5
1117,25,4.5
3586,18,4.5
1194,1,4.5
61,1,4.5
3929,1,4.5
974,25,4.5
2158,35,4.5
2072,1,4.5
2839,35,4.5
106,18,4.5
670,35,4.5
1237,1,4.5
3733,1,4.5
2019,1,4.5
1423,56,4.5
2624,56,4.5
1925,1,4.5
1231,1,4.5
944,1,4.5
2767,45,4.5
1207,45,4.494949494949495
1945,56,4.490909090909091
296,1,4.489795918367347
318,35,4.4875
1204,56,4.4875
904,56,4.486486486486487
720,25,4.4858757062146895
2028,50,4.485714285714286
3629,50,4.485714285714286
720,45,4.485714285714286
527,25,4.485345838218054
904,45,4.481481481481482
899,1,4.481481481481482
318,45,4.481283422459893
1949,50,4.48
904,35,4.479245283018868
3801,56,4.4772727272727275
1283,50,4.476923076923077
1198,35,4.475538160469667
1212,35,4.475247524752476
1132,35,4.47457627118644
750,35,4.474226804123711
597,1,4.473684210526316
2731,56,4.473684210526316
2677,56,4.473684210526316
3470,25,4.473684210526316
527,18,4.472850678733032
750,18,4.471794871794872
858,1,4.471698113207547
2067,56,4.471698113207547
3435,25,4.471337579617835
1084,1,4.470588235294118
670,25,4.470588235294118
923,50,4.46875
1131,35,4.467741935483871
858,56,4.467213114754099
3074,56,4.466666666666667
1046,18,4.466666666666667
3679,25,4.466666666666667
720,18,4.465909090909091
908,50,4.465753424657534
2762,45,4.4655172413793105
2571,1,4.4646464646464645
2731,50,4.464285714285714
994,56,4.464285714285714
720,56,4.461538461538462
2732,18,4.461538461538462
373,56,4.461538461538462
1272,1,4.461538461538462
1873,56,4.461538461538462
1704,1,4.461538461538462
1223,45,4.461538461538462
260,50,4.46046511627907
3435,45,4.4603174603174605
58,56,4.45945945945946
2731,18,4.458333333333333
1178,18,4.458333333333333
1537,56,4.458333333333333
1213,18,4.457912457912458
1193,18,4.457831325301205
2762,35,4.457081545064377
3134,35,4.456521739130435
3897,50,4.456140350877193
1294,50,4.455357142857143
36,1,4.454545454545454
1206,1,4.454545454545454
1252,1,4.454545454545454
3462,56,4.454545454545454
1104,1,4.454545454545454
745,56,4.454545454545454
950,25,4.4520547945205475
745,35,4.450704225352113
668,25,4.45
1252,18,4.447368421052632
1217,18,4.447368421052632
527,1,4.446428571428571
919,35,4.446384039900249
2571,18,4.446208112874779
326,35,4.444444444444445
1545,50,4.444444444444445
3091,56,4.444444444444445
3362,1,4.444444444444445
2925,45,4.444444444444445
2788,56,4.444444444444445
930,56,4.444444444444445
176,50,4.444444444444445
1046,45,4.444444444444445
116,25,4.444444444444445
1273,18,4.444444444444445
1111,45,4.444444444444445
3469,50,4.444444444444445
1263,1,4.444444444444445
1148,35,4.44385026737968
1198,45,4.443349753694581
1204,45,4.443298969072165
1196,18,4.442141623488774
1253,50,4.4411764705882355
953,35,4.440993788819876
608,56,4.440677966101695
1228,18,4.43956043956044
1294,56,4.4393939393939394
912,35,4.438287153652393
920,56,4.438095238095238
2028,56,4.43801652892562
556,18,4.4375
2848,25,4.4375
3022,45,4.4375
750,45,4.436241610738255
2762,25,4.4355509355509355
3468,56,4.434782608695652
2858,1,4.434782608695652
1947,56,4.431818181818182
1212,45,4.431818181818182
1278,56,4.431372549019608
3429,35,4.431372549019608
50,56,4.431372549019608
919,50,4.430894308943089
969,45,4.42948717948718
919,45,4.42948717948718
3222,50,4.428571428571429
1362,56,4.428571428571429
1251,18,4.428571428571429
3911,56,4.428571428571429
3548,1,4.428571428571429
3949,56,4.428571428571429
936,56,4.428571428571429
2972,50,4.428571428571429
1292,18,4.428571428571429
1017,56,4.428571428571429
3668,56,4.428571428571429
759,35,4.428571428571429
1809,18,4.428571428571429
2927,50,4.428571428571429
2208,56,4.428571428571429
961,25,4.428571428571429
914,56,4.428571428571429
3736,50,4.428571428571429
2442,56,4.428571428571429
1234,56,4.428571428571429
1257,1,4.428571428571429
306,56,4.428571428571429
1221,25,4.428134556574924
260,18,4.427046263345196
2804,50,4.426470588235294
1172,45,4.426229508196721
318,56,4.425742574257426
750,56,4.425287356321839
910,56,4.424657534246576
913,45,4.424242424242424
50,1,4.424242424242424
3462,45,4.4222222222222225
1104,56,4.4222222222222225
2762,50,4.421768707482993
3022,25,4.421052631578948
1262,25,4.419689119170984
910,45,4.419642857142857
2501,56,4.419354838709677
904,50,4.419354838709677
1207,25,4.419014084507042
1252,56,4.418367346938775
1267,25,4.418326693227091
1218,18,4.418181818181818
1247,50,4.417910447761194
1361,45,4.416666666666667
246,1,4.416666666666667
1233,45,4.416666666666667
1289,18,4.416666666666667
2966,1,4.416666666666667
1281,50,4.416666666666667
3077,50,4.416666666666667
904,18,4.415254237288136
1204,25,4.415254237288136
1172,56,4.414634146341464
593,56,4.413793103448276
1189,50,4.413793103448276
922,45,4.413793103448276
1193,25,4.412371134020619
1252,50,4.412162162162162
3679,35,4.411764705882353
1193,56,4.411764705882353
2920,45,4.411764705882353
1546,18,4.411764705882353
2186,50,4.411764705882353
1172,18,4.410714285714286
1175,18,4.409836065573771
1136,18,4.409677419354839
2859,45,4.409090909090909
1203,25,4.408653846153846
306,18,4.408163265306122
750,25,4.407949790794979
599,18,4.407407407407407
1131,45,4.407407407407407
593,25,4.406747891283974
1252,45,4.406666666666666
1225,45,4.40625
110,18,4.40625
1147,18,4.40625
1262,18,4.405405405405405
1204,35,4.404040404040404
1198,56,4.403846153846154
953,50,4.403225806451613
1147,25,4.402877697841727
953,45,4.402777777777778
1212,25,4.40251572327044
3429,25,4.401515151515151
1284,25,4.401408450704225
1178,56,4.4
1900,56,4.4
3801,18,4.4
425,56,4.4
1066,50,4.4
2066,50,4.4
905,56,4.4
923,35,4.4
2227,50,4.4
183,35,4.4
501,50,4.4
1243,56,4.4
1950,1,4.4
2360,18,4.4
2099,1,4.4
2348,1,4.4
1225,56,4.4
940,1,4.4
1178,35,4.4
632,50,4.4
3855,56,4.4
3022,1,4.4
1925,56,4.4
3787,18,4.4
3289,56,4.4
916,56,4.4
49,18,4.4
1916,1,4.4
2609,50,4.4
669,25,4.4
2425,45,4.4
808,50,4.4
556,25,4.4
2607,18,4.4
2936,1,4.4
363,35,4.4
1223,35,4.4
1186,1,4.4
1272,50,4.397590361445783
608,50,4.396984924623116
1952,56,4.396551724137931
3030,35,4.395833333333333
1136,1,4.395348837209302
1136,25,4.395348837209302
1283,56,4.392857142857143
1300,45,4.392857142857143
923,18,4.3924050632911396
232,56,4.391304347826087
50,35,4.390879478827362
2028,35,4.390873015873016
1196,25,4.39030612244898
296,25,4.390243902439025
3091,25,4.390243902439025
2571,25,4.3898951382268825
1193,35,4.389578163771712
908,25,4.389521640091116
913,1,4.388888888888889
1304,56,4.388349514563107
898,35,4.3882352941176475
3507,56,4.387096774193548
1036,1,4.387096774193548
1041,56,4.387096774193548
1949,56,4.387096774193548
1198,50,4.386904761904762
260,45,4.386831275720165
1225,50,4.38655462184874
1237,18,4.386363636363637
1267,18,4.385714285714286
3639,1,4.384615384615385
213,56,4.384615384615385
508,56,4.384615384615385
898,45,4.384615384615385
2925,50,4.384615384615385
1260,18,4.384615384615385
1096,56,4.384615384615385
1250,50,4.383838383838384
1234,18,4.383720930232558
912,25,4.383636363636364
1233,50,4.383458646616542
2357,50,4.380952380952381
3307,25,4.380952380952381
1262,45,4.380952380952381
3634,56,4.379310344827586
1189,45,4.379310344827586
905,18,4.379310344827586
908,35,4.3789808917197455
593,18,4.378260869565217
2028,1,4.378048780487805
1198,18,4.377682403433476
1250,25,4.376623376623376
908,56,4.376344086021505
2324,25,4.375809935205184
913,25,4.375757575757576
971,18,4.375
2726,56,4.375
3469,45,4.375
3470,18,4.375
3030,45,4.375
900,1,4.375
3006,50,4.375
3328,1,4.375
1244,18,4.375
1936,56,4.375
3456,35,4.375
175,45,4.375
1251,1,4.375
3683,1,4.375
265,1,4.375
930,50,4.375
2611,56,4.375
1365,35,4.375
3448,1,4.375
1217,56,4.375
3816,50,4.375
2804,45,4.373626373626373
1221,18,4.373493975903615
3435,18,4.372881355932203
1204,50,4.371681415929204
1199,18,4.370689655172414
1250,45,4.370689655172414
296,18,4.370526315789474
1269,50,4.369565217391305
1254,45,4.369230769230769
908,18,4.368421052631579
1296,56,4.368421052631579
1199,1,4.368421052631579
2357,45,4.368421052631579
2762,56,4.367816091954023
1197,25,4.36734693877551
2360,25,4.366666666666666
534,56,4.366666666666666
1250,35,4.365957446808511
1247,56,4.365853658536586
923,25,4.365853658536586
1223,25,4.365853658536586
913,35,4.365384615384615
2028,45,4.3649289099526065
1248,18,4.364864864864865
1254,50,4.364864864864865
1233,35,4.363984674329502
3201,18,4.363636363636363
1889,18,4.363636363636363
3090,35,4.363636363636363
3224,50,4.363636363636363
926,1,4.363636363636363
922,18,4.363636363636363
678,56,4.363636363636363
1654,45,4.363636363636363
1411,1,4.363636363636363
1131,50,4.363636363636363
3435,35,4.3630573248407645
2300,45,4.36144578313253
953,1,4.36
1304,1,4.36
2329,18,4.3584905660377355
1203,35,4.358333333333333
3730,50,4.358208955223881
858,45,4.357843137254902
1289,50,4.357142857142857
1245,18,4.357142857142857
2624,18,4.357142857142857
2186,25,4.356687898089172
1262,35,4.35625
908,45,4.3561643835616435
1213,25,4.355714285714286
2973,18,4.354838709677419
903,18,4.354838709677419
3730,18,4.354838709677419
1280,35,4.354838709677419
260,35,4.354632587859425
2186,56,4.352941176470588
3075,35,4.352941176470588
2186,18,4.352941176470588
1284,50,4.352941176470588
922,56,4.352941176470588
2937,35,4.352941176470588
2918,1,4.352941176470588
318,50,4.3509933774834435
3089,35,4.350877192982456
541,25,4.350736278447122
1224,56,4.35
2959,18,4.348341232227488
899,25,4.347417840375587
3030,25,4.347222222222222
1212,18,4.346938775510204
1234,50,4.346774193548387
1260,25,4.345794392523365
3022,35,4.345454545454546
1250,18,4.345238095238095
1201,25,4.34516129032258
2066,25,4.344827586206897
800,56,4.34375
1240,50,4.343511450381679
1219,56,4.3428571428571425
50,50,4.3428571428571425
1264,45,4.342105263157895
3307,50,4.342105263157895
1221,35,4.341666666666667
1952,50,4.340909090909091
3196,56,4.34
923,45,4.339130434782609
3683,50,4.338709677419355
1961,56,4.338709677419355
1361,25,4.337662337662338
1204,18,4.337209302325581
2396,50,4.336842105263158
3128,50,4.333333333333333
2774,56,4.333333333333333
290,50,4.333333333333333
326,18,4.333333333333333
1423,45,4.333333333333333
1893,35,4.333333333333333
556,56,4.333333333333333
2184,1,4.333333333333333
1177,50,4.333333333333333
3657,56,4.333333333333333
3114,35,4.333333333333333
2664,50,4.333333333333333
3167,1,4.333333333333333
1581,1,4.333333333333333
97,45,4.333333333333333
3012,25,4.333333333333333
3653,1,4.333333333333333
2666,18,4.333333333333333
945,18,4.333333333333333
649,25,4.333333333333333
2621,18,4.333333333333333
926,35,4.333333333333333
2607,35,4.333333333333333
1257,50,4.333333333333333
3629,56,4.333333333333333
162,1,4.333333333333333
3498,1,4.333333333333333
2203,45,4.333333333333333
759,18,4.333333333333333
3742,56,4.333333333333333
1050,35,4.333333333333333
851,1,4.333333333333333
759,56,4.333333333333333
1357,1,4.333333333333333
1274,1,4.333333333333333
2943,1,4.333333333333333
1870,56,4.333333333333333
805,1,4.333333333333333
1836,56,4.333333333333333
722,56,4.333333333333333
1018,56,4.333333333333333
3787,50,4.333333333333333
249,1,4.333333333333333
1280,1,4.333333333333333
2482,50,4.333333333333333
1256,1,4.333333333333333
2904,35,4.333333333333333
3532,50,4.333333333333333
3951,18,4.333333333333333
453,45,4.333333333333333
1278,45,4.333333333333333
1291,56,4.333333333333333
2177,1,4.333333333333333
40,56,4.333333333333333
1222,1,4.333333333333333
96,50,4.333333333333333
649,35,4.333333333333333
668,56,4.333333333333333
949,1,4.333333333333333
3729,1,4.333333333333333
213,50,4.333333333333333
2848,56,4.333333333333333
903,45,4.333333333333333
341,35,4.333333333333333
2610,35,4.333333333333333
674,1,4.333333333333333
3547,50,4.333333333333333
97,1,4.333333333333333
3363,56,4.333333333333333
3816,45,4.333333333333333
3580,56,4.333333333333333
3456,45,4.333333333333333
3310,45,4.333333333333333
3097,1,4.333333333333333
1266,1,4.333333333333333
1337,1,4.333333333333333
77,50,4.333333333333333
1276,45,4.333333333333333
1226,1,4.333333333333333
1537,45,4.333333333333333
72,50,4.333333333333333
3150,50,4.333333333333333
2711,50,4.333333333333333
116,56,4.333333333333333
3814,1,4.333333333333333
3091,1,4.333333333333333
960,56,4.333333333333333
2219,50,4.333333333333333
1232,18,4.333333333333333
2444,35,4.333333333333333
3801,1,4.333333333333333
3897,1,4.333333333333333
1002,18,4.333333333333333
3936,1,4.333333333333333
1898,50,4.333333333333333
3410,45,4.333333333333333
2175,50,4.333333333333333
2131,45,4.333333333333333
2185,50,4.333333333333333
1281,1,4.333333333333333
966,56,4.333333333333333
635,1,4.333333333333333
3668,1,4.333333333333333
2932,1,4.333333333333333
3456,1,4.333333333333333
3470,45,4.333333333333333
665,50,4.333333333333333
1719,1,4.333333333333333
2992,45,4.333333333333333
1412,50,4.333333333333333
3386,1,4.333333333333333
3811,1,4.333333333333333
3364,1,4.333333333333333
923,56,4.333333333333333
85,1,4.333333333333333
2330,18,4.333333333333333
1301,50,4.333333333333333
3468,25,4.333333333333333
1260,45,4.333333333333333
2610,56,4.333333333333333
1117,18,4.333333333333333
2494,25,4.333333333333333
2966,56,4.333333333333333
2905,45,4.333333333333333
1256,50,4.333333333333333
3075,18,4.333333333333333
633,35,4.333333333333333
1546,45,4.333333333333333
2110,1,4.333333333333333
2607,56,4.333333333333333
3727,50,4.333333333333333
2111,1,4.333333333333333
2104,50,4.333333333333333
341,45,4.333333333333333
3002,18,4.333333333333333
2938,50,4.333333333333333
3676,1,4.333333333333333
3112,56,4.333333333333333
307,50,4.333333333333333
771,18,4.333333333333333
2929,1,4.333333333333333
1151,18,4.333333333333333
969,1,4.333333333333333
2329,45,4.333333333333333
1913,1,4.333333333333333
1543,25,4.333333333333333
3006,56,4.333333333333333
1136,35,4.33134328358209
2858,25,4.330584707646177
720,35,4.329545454545454
899,45,4.329411764705882
2501,50,4.328125
1944,56,4.326923076923077
950,50,4.326923076923077
1262,50,4.326315789473684
1304,50,4.3259668508287294
1208,18,4.325
942,56,4.325
3683,56,4.324324324324325
745,1,4.323529411764706
3350,25,4.323529411764706
2324,1,4.323529411764706
1253,45,4.322916666666667
1272,35,4.322784810126582
1927,35,4.322033898305085
3224,25,4.321428571428571
2117,50,4.321428571428571
954,56,4.32
942,25,4.319444444444445
1193,45,4.319371727748691
953,25,4.319230769230769
1197,18,4.318725099601593
3035,56,4.318181818181818
945,56,4.318181818181818
1177,56,4.318181818181818
1069,50,4.318181818181818
3634,25,4.318181818181818
1099,45,4.318181818181818
2739,56,4.318181818181818
1223,18,4.317647058823529
1222,18,4.317073170731708
1219,35,4.316725978647687
3359,50,4.316666666666666
3091,45,4.315789473684211
213,35,4.315789473684211
608,45,4.315789473684211
590,1,4.315789473684211
2357,25,4.315789473684211
800,45,4.315789473684211
2937,50,4.315789473684211
2762,18,4.315175097276264
1224,18,4.314814814814815
912,1,4.314285714285714
905,45,4.314285714285714
1927,45,4.314285714285714
1234,25,4.313432835820896
2905,35,4.3125
2330,35,4.3125
3789,56,4.3125
2731,45,4.3125
2936,35,4.3125
1784,56,4.311475409836065
1266,56,4.311111111111111
1276,50,4.3106060606060606
2917,56,4.310344827586207
541,35,4.310344827586207
1193,50,4.310344827586207
47,18,4.30976430976431
