MovieID,Occupation,avg(Rating)
123,11,5.0
3914,3,5.0
517,13,5.0
41,9,5.0
1900,17,5.0
3414,8,5.0
667,5,5.0
171,18,5.0
3241,5,5.0
279,20,5.0
2994,7,5.0
375,3,5.0
2111,10,5.0
1294,8,5.0
906,10,5.0
2824,6,5.0
162,8,5.0
2562,20,5.0
2095,12,5.0
3347,18,5.0
97,3,5.0
306,18,5.0
49,10,5.0
1880,19,5.0
3706,8,5.0
1583,14,5.0
2612,14,5.0
3417,11,5.0
549,10,5.0
2937,9,5.0
3469,9,5.0
125,8,5.0
2929,19,5.0
1933,16,5.0
2594,16,5.0
3245,1,5.0
3022,5,5.0
123,5,5.0
3331,19,5.0
3122,2,5.0
2497,5,5.0
265,8,5.0
3719,13,5.0
2440,16,5.0
1203,8,5.0
2483,16,5.0
2558,18,5.0
2681,15,5.0
1423,11,5.0
3171,0,5.0
1174,10,5.0
2824,7,5.0
3358,18,5.0
2780,13,5.0
2197,6,5.0
17,8,5.0
2447,9,5.0
2843,2,5.0
2215,4,5.0
2047,6,5.0
80,6,5.0
967,15,5.0
130,2,5.0
1743,12,5.0
2538,0,5.0
2935,18,5.0
3454,1,5.0
3516,18,5.0
824,14,5.0
1571,14,5.0
2545,20,5.0
2210,14,5.0
2859,8,5.0
29,8,5.0
2999,12,5.0
2099,19,5.0
382,8,5.0
2843,12,5.0
2820,11,5.0
2744,17,5.0
3338,6,5.0
512,2,5.0
3680,17,5.0
1271,10,5.0
3416,2,5.0
219,10,5.0
3532,13,5.0
1154,2,5.0
3741,10,5.0
3150,6,5.0
876,19,5.0
108,6,5.0
751,10,5.0
2913,4,5.0
1770,10,5.0
2627,17,5.0
982,19,5.0
77,3,5.0
3924,9,5.0
1827,11,5.0
2905,10,5.0
52,8,5.0
263,11,5.0
1212,8,5.0
215,11,5.0
854,1,5.0
495,12,5.0
994,8,5.0
241,18,5.0
1667,19,5.0
1734,5,5.0
3609,5,5.0
3347,5,5.0
2175,16,5.0
3415,1,5.0
922,8,5.0
1180,3,5.0
1780,0,5.0
2265,8,5.0
3245,17,5.0
3603,17,5.0
3284,5,5.0
935,11,5.0
297,3,5.0
369,9,5.0
2131,6,5.0
3851,14,5.0
775,7,5.0
240,14,5.0
3859,3,5.0
691,8,5.0
716,16,5.0
3746,13,5.0
3240,10,5.0
3399,10,5.0
1836,10,5.0
1509,3,5.0
2609,6,5.0
3680,11,5.0
2337,11,5.0
2675,2,5.0
3338,17,5.0
3539,3,5.0
2924,9,5.0
846,16,5.0
1099,18,5.0
631,16,5.0
1597,8,5.0
90,6,5.0
3645,6,5.0
282,9,5.0
3076,5,5.0
3855,14,5.0
2927,14,5.0
3446,10,5.0
2933,0,5.0
1664,20,5.0
2930,20,5.0
691,5,5.0
1984,11,5.0
1306,8,5.0
897,10,5.0
2562,19,5.0
1486,16,5.0
2708,12,5.0
3147,8,5.0
3088,18,5.0
1251,10,5.0
1227,10,5.0
2964,2,5.0
3022,14,5.0
53,15,5.0
929,19,5.0
2853,6,5.0
2158,5,5.0
3627,11,5.0
38,9,5.0
3235,5,5.0
1161,15,5.0
2173,18,5.0
1421,15,5.0
94,8,5.0
2673,0,5.0
580,13,5.0
2157,0,5.0
2874,9,5.0
3690,9,5.0
1824,5,5.0
1334,8,5.0
2485,8,5.0
304,12,5.0
3839,10,5.0
2150,8,5.0
2399,19,5.0
2630,11,5.0
1814,11,5.0
1399,9,5.0
3724,10,5.0
1281,19,5.0
1879,0,5.0
27,18,5.0
875,10,5.0
1900,10,5.0
3012,13,5.0
3569,12,5.0
621,6,5.0
1660,9,5.0
1670,9,5.0
1355,19,5.0
2444,20,5.0
1216,11,5.0
1938,9,5.0
1164,0,5.0
1913,5,5.0
3808,0,5.0
3232,3,5.0
665,19,5.0
2810,3,5.0
1278,8,5.0
3165,6,5.0
3795,19,5.0
1571,19,5.0
572,17,5.0
2666,19,5.0
970,13,5.0
2359,8,5.0
850,17,5.0
1741,12,5.0
3894,3,5.0
1549,0,5.0
3150,10,5.0
1271,18,5.0
3849,17,5.0
1670,6,5.0
1899,2,5.0
2859,18,5.0
3456,15,5.0
319,5,5.0
326,14,5.0
3502,5,5.0
854,13,5.0
3851,5,5.0
391,9,5.0
3847,7,5.0
2060,9,5.0
668,11,5.0
860,15,5.0
863,4,5.0
598,0,5.0
3092,0,5.0
3929,10,5.0
2029,15,5.0
3008,9,5.0
3093,10,5.0
315,9,5.0
2839,0,5.0
2962,15,5.0
1631,6,5.0
2342,2,5.0
462,4,5.0
210,13,5.0
1873,8,5.0
2342,9,5.0
307,9,5.0
2494,1,5.0
922,15,5.0
2503,14,5.0
2689,5,5.0
3030,13,5.0
3471,8,5.0
215,13,5.0
3718,6,5.0
2137,13,5.0
864,10,5.0
319,10,5.0
2984,16,5.0
1305,9,5.0
3901,5,5.0
3951,12,5.0
1900,12,5.0
991,19,5.0
2250,13,5.0
3881,1,5.0
2056,10,5.0
363,15,5.0
3469,19,5.0
2597,2,5.0
1885,13,5.0
2871,8,5.0
3607,20,5.0
3495,5,5.0
253,8,5.0
1879,9,5.0
3721,1,5.0
2151,13,5.0
617,1,5.0
1289,18,5.0
1178,5,5.0
3393,9,5.0
2735,10,5.0
3415,15,5.0
613,12,5.0
3947,3,5.0
451,18,5.0
232,8,5.0
3342,10,5.0
3142,15,5.0
389,3,5.0
2880,1,5.0
2621,13,5.0
3808,9,5.0
1046,13,5.0
3789,10,5.0
3073,4,5.0
3756,14,5.0
3622,19,5.0
3006,8,5.0
3112,11,5.0
1209,19,5.0
1780,6,5.0
1361,15,5.0
321,11,5.0
3107,8,5.0
3134,19,5.0
2066,17,5.0
3223,1,5.0
2559,17,5.0
2618,17,5.0
3714,3,5.0
1830,17,5.0
2624,10,5.0
2071,11,5.0
745,18,5.0
2905,19,5.0
2682,5,5.0
1725,7,5.0
3559,17,5.0
3739,3,5.0
3064,18,5.0
799,8,5.0
3134,9,5.0
2309,2,5.0
3002,6,5.0
3046,5,5.0
1413,16,5.0
670,3,5.0
1148,13,5.0
3309,2,5.0
1331,13,5.0
2904,3,5.0
3862,13,5.0
2333,8,5.0
3221,9,5.0
62,18,5.0
2996,8,5.0
2726,3,5.0
570,10,5.0
2127,7,5.0
2062,9,5.0
559,16,5.0
1497,10,5.0
1537,8,5.0
2065,18,5.0
3595,3,5.0
117,10,5.0
2824,17,5.0
3049,6,5.0
2073,11,5.0
2209,16,5.0
2493,9,5.0
1087,10,5.0
2898,18,5.0
1694,10,5.0
2618,19,5.0
2675,4,5.0
3213,9,5.0
2931,20,5.0
3680,6,5.0
2360,14,5.0
3634,12,5.0
1859,16,5.0
2769,5,5.0
1570,3,5.0
106,20,5.0
2677,9,5.0
2352,8,5.0
1809,2,5.0
2847,17,5.0
38,16,5.0
3456,14,5.0
941,9,5.0
745,8,5.0
1565,9,5.0
951,8,5.0
2284,12,5.0
997,14,5.0
3737,20,5.0
562,18,5.0
1300,18,5.0
3012,5,5.0
661,8,5.0
1648,6,5.0
1272,8,5.0
3737,2,5.0
3224,14,5.0
3311,20,5.0
176,18,5.0
2632,12,5.0
1333,8,5.0
2725,5,5.0
3235,3,5.0
146,0,5.0
3021,16,5.0
917,15,5.0
1113,10,5.0
3532,0,5.0
2585,14,5.0
1546,6,5.0
1310,5,5.0
978,3,5.0
1337,14,5.0
2272,9,5.0
1471,13,5.0
1034,9,5.0
766,5,5.0
1151,17,5.0
824,13,5.0
2864,10,5.0
2726,15,5.0
3736,3,5.0
1337,11,5.0
342,8,5.0
1235,8,5.0
1652,6,5.0
3849,18,5.0
2660,19,5.0
3854,17,5.0
3470,6,5.0
3570,0,5.0
2575,10,5.0
417,10,5.0
3780,19,5.0
2905,14,5.0
84,10,5.0
1780,12,5.0
3412,8,5.0
1545,14,5.0
2586,13,5.0
189,15,5.0
538,13,5.0
3788,10,5.0
2937,14,5.0
3921,12,5.0
3533,12,5.0
3782,10,5.0
2557,20,5.0
1749,4,5.0
668,15,5.0
3416,3,5.0
392,12,5.0
2673,20,5.0
2480,15,5.0
3645,20,5.0
3349,20,5.0
944,14,5.0
2182,13,5.0
456,3,5.0
1884,18,5.0
506,9,5.0
1384,6,5.0
76,19,5.0
2181,9,5.0
1046,3,5.0
393,9,5.0
3641,7,5.0
2098,9,5.0
2940,14,5.0
3885,6,5.0
1948,19,5.0
2937,11,5.0
2820,15,5.0
2904,13,5.0
1564,12,5.0
1317,3,5.0
3568,17,5.0
41,8,5.0
2733,12,5.0
2031,16,5.0
2609,13,5.0
813,19,5.0
149,1,5.0
2538,17,5.0
1477,14,5.0
3281,6,5.0
1516,17,5.0
2061,0,5.0
35,15,5.0
2503,0,5.0
2072,10,5.0
3506,9,5.0
2075,11,5.0
3843,16,5.0
1420,6,5.0
3134,18,5.0
3091,18,5.0
2131,16,5.0
38,5,5.0
745,13,5.0
3412,19,5.0
1038,0,5.0
650,5,5.0
97,11,5.0
1939,19,5.0
1163,14,5.0
2437,14,5.0
2992,11,5.0
787,1,5.0
1280,8,5.0
337,8,5.0
3932,9,5.0
308,10,5.0
2689,17,5.0
3282,0,5.0
3819,8,5.0
352,9,5.0
2843,19,5.0
1399,5,5.0
1643,10,5.0
3823,16,5.0
687,0,5.0
3655,12,5.0
3416,18,5.0
3181,18,5.0
3406,19,5.0
240,11,5.0
1067,13,5.0
1449,8,5.0
1678,8,5.0
2354,18,5.0
1209,10,5.0
1067,10,5.0
2250,8,5.0
334,8,5.0
255,10,5.0
3330,5,5.0
1031,8,5.0
3410,20,5.0
2512,20,5.0
1696,17,5.0
2627,9,5.0
2825,20,5.0
2573,11,5.0
3720,13,5.0
1797,5,5.0
3464,2,5.0
40,2,5.0
3261,13,5.0
907,9,5.0
3792,3,5.0
2575,13,5.0
2444,7,5.0
1450,13,5.0
2551,10,5.0
3086,15,5.0
3139,15,5.0
1659,16,5.0
2091,11,5.0
1189,10,5.0
275,8,5.0
1354,8,5.0
2131,4,5.0
2937,18,5.0
1046,9,5.0
696,19,5.0
3333,6,5.0
2618,5,5.0
2998,19,5.0
1412,2,5.0
3110,17,5.0
2535,9,5.0
2275,11,5.0
2853,3,5.0
72,10,5.0
3920,11,5.0
3281,17,5.0
669,2,5.0
1423,7,5.0
2495,10,5.0
939,1,5.0
1218,13,5.0
1788,6,5.0
2209,13,5.0
3015,9,5.0
101,13,5.0
905,8,5.0
53,1,5.0
3091,5,5.0
3569,5,5.0
241,20,5.0
3091,9,5.0
1713,8,5.0
348,8,5.0
1163,0,5.0
229,5,5.0
3746,3,5.0
1415,9,5.0
2776,2,5.0
908,8,5.0
2981,14,5.0
425,13,5.0
793,13,5.0
1223,8,5.0
347,16,5.0
3233,1,5.0
363,19,5.0
846,15,5.0
1208,10,4.894736842105263
3030,15,4.875
912,11,4.866666666666666
2925,2,4.857142857142857
2905,0,4.857142857142857
2905,4,4.857142857142857
1223,9,4.833333333333333
3498,15,4.833333333333333
2925,1,4.833333333333333
2905,11,4.833333333333333
1649,6,4.833333333333333
2401,18,4.833333333333333
3801,12,4.833333333333333
356,8,4.833333333333333
1147,11,4.833333333333333
3134,11,4.833333333333333
1213,10,4.818181818181818
916,10,4.818181818181818
3435,16,4.8076923076923075
3037,18,4.8
3019,13,4.8
3679,14,4.8
926,14,4.8
3435,10,4.8
2644,18,4.8
3000,11,4.8
50,8,4.8
3096,17,4.8
3462,3,4.8
1148,18,4.8
2010,10,4.8
1265,8,4.8
497,13,4.8
1200,8,4.8
1340,18,4.8
1939,10,4.8
1192,14,4.8
3462,10,4.8
2951,19,4.8
3629,18,4.8
3952,13,4.8
293,9,4.8
3200,18,4.8
943,5,4.8
720,13,4.8
1392,17,4.8
1280,3,4.8
589,8,4.8
2203,5,4.8
955,12,4.785714285714286
1178,12,4.777777777777778
1211,14,4.777777777777778
3089,16,4.777777777777778
2019,12,4.7631578947368425
2175,0,4.75
2206,10,4.75
345,9,4.75
3074,12,4.75
326,1,4.75
1218,19,4.75
3462,19,4.75
1066,15,4.75
2570,14,4.75
3521,14,4.75
3677,12,4.75
449,3,4.75
2609,12,4.75
2730,10,4.75
942,10,4.75
2714,10,4.75
942,5,4.75
28,9,4.75
3222,13,4.75
2810,0,4.75
1177,6,4.75
916,15,4.75
745,9,4.75
3075,14,4.75
3307,16,4.75
1361,11,4.75
929,16,4.75
1931,10,4.75
1131,9,4.75
3654,19,4.75
2940,12,4.75
3801,14,4.75
3633,10,4.75
1260,15,4.75
1084,10,4.75
3235,4,4.75
2239,12,4.75
1236,19,4.75
3435,19,4.75
3462,15,4.75
1900,6,4.75
3468,10,4.75
2106,15,4.75
2206,6,4.75
2594,3,4.75
3462,5,4.75
3338,7,4.75
2010,18,4.75
2776,1,4.75
3011,4,4.75
3504,19,4.75
947,5,4.75
3456,6,4.75
3655,16,4.75
3306,20,4.75
2197,7,4.75
670,0,4.75
745,14,4.739130434782608
1207,13,4.739130434782608
750,10,4.730769230769231
1267,2,4.7272727272727275
1253,13,4.7272727272727275
904,3,4.725
745,2,4.722222222222222
1262,19,4.714285714285714
3469,13,4.714285714285714
2357,6,4.714285714285714
3435,5,4.714285714285714
1254,18,4.714285714285714
1131,11,4.714285714285714
3307,10,4.714285714285714
903,5,4.714285714285714
3870,0,4.714285714285714
927,2,4.714285714285714
2609,0,4.714285714285714
1949,15,4.714285714285714
1545,0,4.714285714285714
3307,14,4.714285714285714
1948,3,4.714285714285714
926,10,4.714285714285714
2731,13,4.714285714285714
318,6,4.711340206185567
527,6,4.705263157894737
720,17,4.7
923,13,4.7
1361,2,4.7
1212,13,4.7
2132,13,4.7
527,9,4.7
922,17,4.7
3634,13,4.7
318,14,4.696428571428571
1260,14,4.6923076923076925
1927,16,4.6923076923076925
1224,6,4.6923076923076925
910,5,4.6923076923076925
1207,6,4.690476190476191
527,13,4.686274509803922
1248,14,4.684210526315789
318,4,4.683582089552239
750,19,4.681818181818182
2762,5,4.679245283018868
1148,7,4.677966101694915
1207,11,4.67741935483871
922,4,4.675675675675675
922,0,4.6716417910447765
3244,10,4.666666666666667
705,17,4.666666666666667
2276,14,4.666666666666667
2282,6,4.666666666666667
1132,5,4.666666666666667
3836,10,4.666666666666667
1238,5,4.666666666666667
2493,0,4.666666666666667
3816,12,4.666666666666667
326,16,4.666666666666667
3903,1,4.666666666666667
1294,19,4.666666666666667
1860,15,4.666666666666667
2173,14,4.666666666666667
1172,10,4.666666666666667
2329,15,4.666666666666667
538,11,4.666666666666667
681,1,4.666666666666667
3920,6,4.666666666666667
1361,6,4.666666666666667
2804,13,4.666666666666667
214,16,4.666666666666667
2764,10,4.666666666666667
1178,11,4.666666666666667
1232,2,4.666666666666667
2203,13,4.666666666666667
3950,17,4.666666666666667
